# y+ ()       
# Time        	patch         	min           	max           	average       
14.7          	actuatorSlot_bottom	1.440691e+00	1.529716e+00	1.501291e+00
15            	bodyWall	6.576872e-02	4.191683e+00	1.399837e+00
15            	actuatorSlot_top	1.439893e+00	1.527513e+00	1.499443e+00
15            	actuatorSlot_bottom	1.440001e+00	1.527588e+00	1.499526e+00
15.3          	bodyWall	7.063614e-02	4.182031e+00	1.390191e+00
15.3          	actuatorSlot_top	1.429153e+00	1.522526e+00	1.493152e+00
15.3          	actuatorSlot_bottom	1.429219e+00	1.522568e+00	1.493200e+00
15.6          	bodyWall	6.988109e-02	4.168366e+00	1.376877e+00
15.6          	actuatorSlot_top	1.408270e+00	1.511665e+00	1.479972e+00
15.6          	actuatorSlot_bottom	1.408306e+00	1.511683e+00	1.479995e+00
15.9          	bodyWall	6.828207e-02	4.154346e+00	1.371852e+00
15.9          	actuatorSlot_top	1.385399e+00	1.497825e+00	1.464044e+00
15.9          	actuatorSlot_bottom	1.385428e+00	1.497839e+00	1.464061e+00
16.2          	bodyWall	4.589608e-02	4.142162e+00	1.368955e+00
16.2          	actuatorSlot_top	1.367500e+00	1.486775e+00	1.450545e+00
16.2          	actuatorSlot_bottom	1.367523e+00	1.486786e+00	1.450561e+00
16.5          	bodyWall	2.215513e-02	4.130134e+00	1.366053e+00
16.5          	actuatorSlot_top	1.351679e+00	1.477142e+00	1.438625e+00
16.5          	actuatorSlot_bottom	1.351705e+00	1.477148e+00	1.438638e+00
16.8          	bodyWall	1.658880e-01	4.115971e+00	1.364969e+00
16.8          	actuatorSlot_top	1.332307e+00	1.466595e+00	1.424786e+00
16.8          	actuatorSlot_bottom	1.332337e+00	1.466594e+00	1.424796e+00
17.1          	bodyWall	3.440398e-02	4.099198e+00	1.357114e+00
17.1          	actuatorSlot_top	1.306838e+00	1.452237e+00	1.406180e+00
17.1          	actuatorSlot_bottom	1.306862e+00	1.452236e+00	1.406187e+00
17.4          	bodyWall	1.225831e-01	4.081733e+00	1.350583e+00
17.4          	actuatorSlot_top	1.277910e+00	1.436550e+00	1.384112e+00
17.4          	actuatorSlot_bottom	1.277919e+00	1.436543e+00	1.384110e+00
17.7          	bodyWall	1.402801e-01	4.068851e+00	1.346500e+00
17.7          	actuatorSlot_top	1.256796e+00	1.421790e+00	1.366209e+00
17.7          	actuatorSlot_bottom	1.256782e+00	1.421785e+00	1.366198e+00
18            	bodyWall	4.927707e-02	4.064551e+00	1.337862e+00
18            	actuatorSlot_top	1.253374e+00	1.413820e+00	1.360361e+00
18            	actuatorSlot_bottom	1.253330e+00	1.413818e+00	1.360338e+00
18.3          	bodyWall	9.354575e-02	4.067148e+00	1.323288e+00
18.3          	actuatorSlot_top	1.265698e+00	1.414340e+00	1.366420e+00
18.3          	actuatorSlot_bottom	1.265619e+00	1.414331e+00	1.366380e+00
18.6          	bodyWall	1.270896e-01	4.070074e+00	1.318801e+00
18.6          	actuatorSlot_top	1.279788e+00	1.419582e+00	1.375490e+00
18.6          	actuatorSlot_bottom	1.279686e+00	1.419540e+00	1.375426e+00
18.9          	bodyWall	8.575022e-02	4.068018e+00	1.314875e+00
18.9          	actuatorSlot_top	1.281594e+00	1.421378e+00	1.377250e+00
18.9          	actuatorSlot_bottom	1.281507e+00	1.421326e+00	1.377184e+00
19.2          	bodyWall	9.221612e-02	4.060388e+00	1.318151e+00
19.2          	actuatorSlot_top	1.269653e+00	1.417083e+00	1.369474e+00
19.2          	actuatorSlot_bottom	1.269611e+00	1.417041e+00	1.369430e+00
19.5          	bodyWall	9.075004e-02	4.050223e+00	1.320286e+00
19.5          	actuatorSlot_top	1.251116e+00	1.408237e+00	1.355944e+00
19.5          	actuatorSlot_bottom	1.251122e+00	1.408216e+00	1.355934e+00
19.8          	bodyWall	7.379463e-02	4.042596e+00	1.319566e+00
19.8          	actuatorSlot_top	1.237066e+00	1.398858e+00	1.344265e+00
19.8          	actuatorSlot_bottom	1.237099e+00	1.398863e+00	1.344283e+00
20.1          	bodyWall	1.035942e-01	4.040765e+00	1.317399e+00
20.1          	actuatorSlot_top	1.235597e+00	1.394110e+00	1.341091e+00
20.1          	actuatorSlot_bottom	1.235625e+00	1.394132e+00	1.341116e+00
20.4          	bodyWall	2.003687e-02	4.044136e+00	1.311490e+00
20.4          	actuatorSlot_top	1.246433e+00	1.395748e+00	1.347114e+00
20.4          	actuatorSlot_bottom	1.246428e+00	1.395766e+00	1.347123e+00
20.7          	bodyWall	1.479826e-01	4.047646e+00	1.313602e+00
20.7          	actuatorSlot_top	1.258908e+00	1.400635e+00	1.355528e+00
20.7          	actuatorSlot_bottom	1.258870e+00	1.400635e+00	1.355509e+00
21            	bodyWall	3.396691e-02	4.045974e+00	1.315631e+00
21            	actuatorSlot_top	1.260615e+00	1.403063e+00	1.357532e+00
21            	actuatorSlot_bottom	1.260560e+00	1.403034e+00	1.357490e+00
21.3          	bodyWall	1.645298e-01	4.037970e+00	1.319907e+00
21.3          	actuatorSlot_top	1.248055e+00	1.399047e+00	1.349373e+00
21.3          	actuatorSlot_bottom	1.248013e+00	1.399004e+00	1.349328e+00
21.6          	bodyWall	1.178762e-01	4.026227e+00	1.318367e+00
21.6          	actuatorSlot_top	1.227310e+00	1.389254e+00	1.334151e+00
21.6          	actuatorSlot_bottom	1.227301e+00	1.389216e+00	1.334125e+00
21.9          	bodyWall	1.021963e-01	4.015022e+00	1.318339e+00
21.9          	actuatorSlot_top	1.207524e+00	1.377319e+00	1.318184e+00
21.9          	actuatorSlot_bottom	1.207562e+00	1.377307e+00	1.318195e+00
22.2          	bodyWall	1.492305e-01	4.007142e+00	1.320955e+00
22.2          	actuatorSlot_top	1.195714e+00	1.368044e+00	1.307499e+00
22.2          	actuatorSlot_bottom	1.195797e+00	1.368069e+00	1.307552e+00
22.5          	bodyWall	1.578200e-01	4.001960e+00	1.322968e+00
22.5          	actuatorSlot_top	1.191232e+00	1.363041e+00	1.302606e+00
22.5          	actuatorSlot_bottom	1.191335e+00	1.363080e+00	1.302678e+00
22.8          	bodyWall	1.821556e-01	3.996426e+00	1.324076e+00
22.8          	actuatorSlot_top	1.187312e+00	1.359495e+00	1.298673e+00
22.8          	actuatorSlot_bottom	1.187423e+00	1.359549e+00	1.298755e+00
23.1          	bodyWall	5.157161e-02	3.988681e+00	1.321100e+00
23.1          	actuatorSlot_top	1.177800e+00	1.353768e+00	1.290596e+00
23.1          	actuatorSlot_bottom	1.177900e+00	1.353812e+00	1.290673e+00
23.4          	bodyWall	1.317248e-01	3.979887e+00	1.316948e+00
23.4          	actuatorSlot_top	1.164904e+00	1.345931e+00	1.279383e+00
23.4          	actuatorSlot_bottom	1.164989e+00	1.345975e+00	1.279451e+00
23.7          	bodyWall	5.950296e-02	3.973228e+00	1.317645e+00
23.7          	actuatorSlot_top	1.154637e+00	1.337987e+00	1.269804e+00
23.7          	actuatorSlot_bottom	1.154697e+00	1.338027e+00	1.269856e+00
24            	bodyWall	1.255715e-01	3.971453e+00	1.313182e+00
24            	actuatorSlot_top	1.153160e+00	1.333734e+00	1.267253e+00
24            	actuatorSlot_bottom	1.153187e+00	1.333765e+00	1.267283e+00
24.3          	bodyWall	5.850596e-02	3.974219e+00	1.303715e+00
24.3          	actuatorSlot_top	1.162864e+00	1.335504e+00	1.273883e+00
24.3          	actuatorSlot_bottom	1.162860e+00	1.335525e+00	1.273891e+00
24.6          	bodyWall	5.398002e-02	3.976303e+00	1.297498e+00
24.6          	actuatorSlot_top	1.172667e+00	1.340351e+00	1.281211e+00
24.6          	actuatorSlot_bottom	1.172634e+00	1.340345e+00	1.281191e+00
24.9          	bodyWall	8.604546e-02	3.972914e+00	1.290535e+00
24.9          	actuatorSlot_top	1.171372e+00	1.341116e+00	1.280735e+00
24.9          	actuatorSlot_bottom	1.171317e+00	1.341078e+00	1.280686e+00
25.2          	bodyWall	1.736045e-01	3.963788e+00	1.290553e+00
25.2          	actuatorSlot_top	1.156090e+00	1.334955e+00	1.268753e+00
25.2          	actuatorSlot_bottom	1.156018e+00	1.334894e+00	1.268678e+00
25.5          	bodyWall	1.066811e-01	3.953149e+00	1.287955e+00
25.5          	actuatorSlot_top	1.134943e+00	1.322516e+00	1.250464e+00
25.5          	actuatorSlot_bottom	1.134854e+00	1.322431e+00	1.250368e+00
25.8          	bodyWall	1.449442e-01	3.947265e+00	1.287180e+00
25.8          	actuatorSlot_top	1.122258e+00	1.312331e+00	1.238566e+00
25.8          	actuatorSlot_bottom	1.122158e+00	1.312240e+00	1.238463e+00
26.1          	bodyWall	1.037428e-01	3.948559e+00	1.282244e+00
26.1          	actuatorSlot_top	1.126151e+00	1.311204e+00	1.240796e+00
26.1          	actuatorSlot_bottom	1.126030e+00	1.311108e+00	1.240680e+00
26.4          	bodyWall	3.216864e-02	3.953467e+00	1.277227e+00
26.4          	actuatorSlot_top	1.140226e+00	1.317320e+00	1.251970e+00
26.4          	actuatorSlot_bottom	1.140073e+00	1.317203e+00	1.251826e+00
26.7          	bodyWall	9.206541e-02	3.956130e+00	1.274919e+00
26.7          	actuatorSlot_top	1.149797e+00	1.323051e+00	1.260020e+00
26.7          	actuatorSlot_bottom	1.149620e+00	1.322910e+00	1.259849e+00
27            	bodyWall	9.965833e-02	3.953236e+00	1.275890e+00
27            	actuatorSlot_top	1.147429e+00	1.323616e+00	1.258530e+00
27            	actuatorSlot_bottom	1.147234e+00	1.323428e+00	1.258326e+00
27.3          	bodyWall	1.026405e-01	3.945030e+00	1.275654e+00
27.3          	actuatorSlot_top	1.133484e+00	1.316825e+00	1.246820e+00
27.3          	actuatorSlot_bottom	1.133311e+00	1.316620e+00	1.246620e+00
27.6          	bodyWall	9.888502e-02	3.934368e+00	1.275153e+00
27.6          	actuatorSlot_top	1.115000e+00	1.305263e+00	1.230145e+00
27.6          	actuatorSlot_bottom	1.114876e+00	1.305067e+00	1.229978e+00
27.9          	bodyWall	5.424287e-02	3.924358e+00	1.276826e+00
27.9          	actuatorSlot_top	1.099769e+00	1.293796e+00	1.215314e+00
27.9          	actuatorSlot_bottom	1.099693e+00	1.293631e+00	1.215194e+00
28.2          	bodyWall	5.833358e-02	3.915787e+00	1.278072e+00
28.2          	actuatorSlot_top	1.089858e+00	1.284691e+00	1.204680e+00
28.2          	actuatorSlot_bottom	1.089838e+00	1.284562e+00	1.204610e+00
28.5          	bodyWall	4.383113e-02	3.907108e+00	1.276935e+00
28.5          	actuatorSlot_top	1.081573e+00	1.276427e+00	1.195186e+00
28.5          	actuatorSlot_bottom	1.081581e+00	1.276323e+00	1.195147e+00
28.8          	bodyWall	1.573506e-01	3.897244e+00	1.272467e+00
28.8          	actuatorSlot_top	1.071496e+00	1.266415e+00	1.183505e+00
28.8          	actuatorSlot_bottom	1.071522e+00	1.266329e+00	1.183489e+00
29.1          	bodyWall	1.424320e-01	3.887118e+00	1.269636e+00
29.1          	actuatorSlot_top	1.060323e+00	1.254810e+00	1.170337e+00
29.1          	actuatorSlot_bottom	1.060367e+00	1.254747e+00	1.170347e+00
29.4          	bodyWall	9.618018e-02	3.879196e+00	1.272027e+00
29.4          	actuatorSlot_top	1.051098e+00	1.244476e+00	1.159429e+00
29.4          	actuatorSlot_bottom	1.051159e+00	1.244442e+00	1.159468e+00
29.7          	bodyWall	9.664259e-02	3.875641e+00	1.272484e+00
29.7          	actuatorSlot_top	1.047520e+00	1.239525e+00	1.155395e+00
29.7          	actuatorSlot_bottom	1.047598e+00	1.239513e+00	1.155457e+00
30            	bodyWall	1.237322e-01	3.876554e+00	1.270762e+00
30            	actuatorSlot_top	1.051002e+00	1.241152e+00	1.159345e+00
30            	actuatorSlot_bottom	1.051087e+00	1.241148e+00	1.159410e+00
30.3          	bodyWall	9.234043e-02	3.879039e+00	1.264408e+00
30.3          	actuatorSlot_top	1.058995e+00	1.246632e+00	1.167425e+00
30.3          	actuatorSlot_bottom	1.059062e+00	1.246609e+00	1.167467e+00
30.6          	bodyWall	1.472003e-01	3.879531e+00	1.263727e+00
30.6          	actuatorSlot_top	1.064370e+00	1.250357e+00	1.172372e+00
30.6          	actuatorSlot_bottom	1.064423e+00	1.250316e+00	1.172396e+00
30.9          	bodyWall	1.344538e-01	3.876357e+00	1.264080e+00
30.9          	actuatorSlot_top	1.062756e+00	1.248849e+00	1.170053e+00
