# y+ ()       
# Time        	patch         	min           	max           	average       
79.5          	bodyWall	1.341140e-01	3.131134e+00	1.050490e+00
79.8          	bodyWall	1.222400e-01	3.147704e+00	1.040341e+00
80.1          	bodyWall	6.236191e-02	3.177318e+00	1.023126e+00
80.4          	bodyWall	9.991182e-02	3.203095e+00	1.037677e+00
80.7          	bodyWall	8.417212e-02	3.222834e+00	1.104807e+00
81            	bodyWall	5.023958e-02	3.469058e+00	1.200794e+00
81.3          	bodyWall	4.917425e-02	4.394748e+00	1.290056e+00
81.6          	bodyWall	2.182633e-02	4.994688e+00	1.434051e+00
81.9          	bodyWall	5.674478e-02	5.384984e+00	1.702695e+00
82.2          	bodyWall	6.869941e-02	5.415801e+00	1.714416e+00
82.5          	bodyWall	5.741721e-02	5.148571e+00	1.690009e+00
82.8          	bodyWall	7.858971e-02	4.426542e+00	1.594090e+00
83.1          	bodyWall	8.554780e-02	3.515555e+00	1.380891e+00
83.4          	bodyWall	1.247025e-01	3.377171e+00	1.189673e+00
83.7          	bodyWall	6.834970e-02	3.262666e+00	1.104342e+00
84            	bodyWall	7.061987e-02	3.218983e+00	1.092623e+00
84.3          	bodyWall	6.292501e-02	3.260479e+00	1.084838e+00
84.6          	bodyWall	5.055231e-02	3.163360e+00	1.063570e+00
84.9          	bodyWall	4.385398e-02	3.135497e+00	1.031957e+00
85.2          	bodyWall	4.329826e-02	3.117055e+00	1.021273e+00
85.5          	bodyWall	4.649548e-02	3.123969e+00	1.011334e+00
85.8          	bodyWall	5.770897e-02	3.161189e+00	1.002639e+00
86.1          	bodyWall	6.922772e-02	3.221921e+00	1.004148e+00
86.4          	bodyWall	1.130798e-01	3.279552e+00	1.083768e+00
86.7          	bodyWall	4.768137e-02	3.353075e+00	1.171306e+00
87            	bodyWall	5.528350e-02	3.942288e+00	1.341839e+00
87.3          	bodyWall	4.779016e-02	4.899122e+00	1.586519e+00
87.6          	bodyWall	4.812771e-02	5.255886e+00	1.673334e+00
87.9          	bodyWall	6.189663e-02	5.316940e+00	1.660002e+00
88.2          	bodyWall	9.163339e-02	5.078318e+00	1.631457e+00
88.5          	bodyWall	7.974635e-02	4.451855e+00	1.546833e+00
88.8          	bodyWall	6.351614e-02	3.536328e+00	1.370348e+00
89.1          	bodyWall	6.962465e-02	3.379798e+00	1.225574e+00
