Point ID,arc_length,Co,nut,p,phi,phi_0,pMean,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_0_0,U_0_1,U_0_2,U_0_Magnitude,U_1,U_2,U_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,vtkValidPointMask,yPlus
16,0.336,0.000538895,6.34584e-13,0.000839527,nan,nan,0.00310064,3,-10.164,0.05,10.5976,0.406191,0.406191,-0.000301719,0,0.406191,-0.0003017,0,0.406191,0.408611,-0.000306415,0,0.408612,1,0
17,0.357,0.000538896,6.32144e-13,0.000838805,nan,nan,0.00310007,3,-10.143,0.05,10.5775,0.406192,0.406192,-0.000320576,0,0.406192,-0.000320556,0,0.406192,0.408616,-0.000325566,0,0.408616,1,0
18,0.378,0.000538898,6.29704e-13,0.000838083,nan,nan,0.0030995,3,-10.122,0.05,10.5573,0.406193,0.406193,-0.000339433,0,0.406193,-0.000339412,0,0.406193,0.40862,-0.000344716,0,0.408621,1,0
19,0.399,0.0005389,6.27264e-13,0.00083736,nan,nan,0.00309893,3,-10.101,0.05,10.5372,0.406194,0.406194,-0.000358291,0,0.406194,-0.000358268,0,0.406194,0.408625,-0.000363867,0,0.408625,1,0
20,0.42,0.000538901,6.24825e-13,0.000836638,nan,nan,0.00309836,3,-10.08,0.05,10.5171,0.406195,0.406195,-0.000377148,0,0.406195,-0.000377124,0,0.406195,0.40863,-0.000383018,0,0.40863,1,0
21,0.441,0.000538903,6.22385e-13,0.000835916,nan,nan,0.00309779,3,-10.059,0.05,10.497,0.406196,0.406196,-0.000396005,0,0.406197,-0.00039598,0,0.406197,0.408634,-0.000402169,0,0.408634,1,0
22,0.462,0.000538905,6.19945e-13,0.000835194,nan,nan,0.00309722,3,-10.038,0.05,10.4768,0.406197,0.406197,-0.000414862,0,0.406198,-0.000414836,0,0.406198,0.408639,-0.00042132,0,0.408639,1,0
23,0.483,0.000538907,6.17506e-13,0.000834471,nan,nan,0.00309665,3,-10.017,0.05,10.4567,0.406199,0.406199,-0.00043372,0,0.406199,-0.000433693,0,0.406199,0.408643,-0.000440471,0,0.408643,1,0
24,0.504,0.000538908,6.15066e-13,0.000833749,nan,nan,0.00309608,3,-9.996,0.05,10.4366,0.4062,0.4062,-0.000452577,0,0.4062,-0.000452549,0,0.4062,0.408648,-0.000459621,0,0.408648,1,0
25,0.525,0.00053891,6.12626e-13,0.000833027,nan,nan,0.00309551,3,-9.975,0.05,10.4165,0.406201,0.406201,-0.000471434,0,0.406201,-0.000471405,0,0.406201,0.408652,-0.000478772,0,0.408652,1,0
26,0.546,0.000538912,6.10187e-13,0.000832305,nan,nan,0.00309493,3,-9.954,0.05,10.3964,0.406202,0.406202,-0.000490292,0,0.406202,-0.000490261,0,0.406202,0.408657,-0.000497923,0,0.408657,1,0
27,0.567,0.000538913,6.07747e-13,0.000831582,nan,nan,0.00309436,3,-9.933,0.05,10.3763,0.406203,0.406203,-0.00050915,0,0.406203,-0.000509118,0,0.406203,0.408661,-0.000517075,0,0.408662,1,0
28,0.588,0.000538915,6.05307e-13,0.00083086,nan,nan,0.00309379,3,-9.912,0.05,10.3562,0.406204,0.406204,-0.000528007,0,0.406204,-0.000527974,0,0.406204,0.408666,-0.000536226,0,0.408666,1,0
29,0.609,0.000538917,6.02867e-13,0.000830138,nan,nan,0.00309322,3,-9.891,0.05,10.3361,0.406205,0.406205,-0.000546864,0,0.406205,-0.00054683,0,0.406205,0.40867,-0.000555376,0,0.408671,1,0
30,0.63,0.000538919,6.00428e-13,0.000829416,nan,nan,0.00309265,3,-9.87,0.05,10.316,0.406206,0.406206,-0.000565722,0,0.406207,-0.000565686,0,0.406207,0.408675,-0.000574527,0,0.408675,1,0
31,0.651,0.00053892,5.97988e-13,0.000828693,nan,nan,0.00309208,3,-9.849,0.05,10.2959,0.406207,0.406207,-0.000584579,0,0.406208,-0.000584542,0,0.406208,0.408679,-0.000593678,0,0.40868,1,0
32,0.672,0.000538922,5.95548e-13,0.000827971,nan,nan,0.00309151,3,-9.828,0.05,10.2758,0.406208,0.406208,-0.000603436,0,0.406209,-0.000603399,0,0.406209,0.408684,-0.000612829,0,0.408684,1,0
33,0.693,0.000538924,5.93109e-13,0.000827249,nan,nan,0.00309094,3,-9.807,0.05,10.2557,0.406209,0.406209,-0.000622294,0,0.40621,-0.000622255,0,0.40621,0.408688,-0.00063198,0,0.408689,1,0
34,0.714,0.000538926,5.90669e-13,0.000826526,nan,nan,0.00309037,3,-9.786,0.05,10.2356,0.40621,0.40621,-0.000641151,0,0.406211,-0.000641111,0,0.406211,0.408693,-0.00065113,0,0.408693,1,0
35,0.735,0.000538927,5.88229e-13,0.000825804,nan,nan,0.0030898,3,-9.765,0.05,10.2156,0.406212,0.406212,-0.000660008,0,0.406212,-0.000659967,0,0.406212,0.408697,-0.000670281,0,0.408698,1,0
36,0.756,0.000538929,5.8579e-13,0.000825082,nan,nan,0.00308923,3,-9.744,0.05,10.1955,0.406213,0.406213,-0.000678866,0,0.406213,-0.000678823,0,0.406213,0.408702,-0.000689432,0,0.408703,1,0
37,0.777,0.000538931,5.8335e-13,0.00082436,nan,nan,0.00308866,3,-9.723,0.05,10.1754,0.406214,0.406214,-0.000697724,0,0.406214,-0.00069768,0,0.406214,0.408707,-0.000708584,0,0.408707,1,0
38,0.798,0.000538932,5.8091e-13,0.000823637,nan,nan,0.00308809,3,-9.702,0.05,10.1554,0.406215,0.406215,-0.000716581,0,0.406215,-0.000716536,0,0.406215,0.408711,-0.000727735,0,0.408712,1,0
39,0.819,0.000538934,5.7847e-13,0.000822915,nan,nan,0.00308752,3,-9.681,0.05,10.1353,0.406216,0.406216,-0.000735438,0,0.406217,-0.000735392,0,0.406217,0.408716,-0.000746885,0,0.408716,1,0
40,0.84,0.000538936,5.76031e-13,0.000822193,nan,nan,0.00308695,3,-9.66,0.05,10.1152,0.406217,0.406217,-0.000754296,0,0.406218,-0.000754248,0,0.406218,0.40872,-0.000766036,0,0.408721,1,0
41,0.861,0.000538946,5.72028e-13,0.000820633,nan,nan,0.00308575,3,-9.639,0.05,10.0952,0.406219,0.406219,-0.000772889,0,0.40622,-0.000772841,0,0.40622,0.408729,-0.000785034,0,0.40873,1,0
42,0.882,0.000538965,5.66623e-13,0.000818322,nan,nan,0.00308401,3,-9.618,0.05,10.0751,0.406222,0.406222,-0.000791246,0,0.406223,-0.000791196,0,0.406223,0.408743,-0.000803895,0,0.408744,1,0
43,0.903,0.000538983,5.61219e-13,0.000816011,nan,nan,0.00308226,3,-9.597,0.05,10.0551,0.406226,0.406226,-0.000809603,0,0.406227,-0.000809552,0,0.406227,0.408757,-0.000822755,0,0.408757,1,0
44,0.924,0.000539001,5.55815e-13,0.0008137,nan,nan,0.00308051,3,-9.576,0.05,10.0351,0.406229,0.406229,-0.00082796,0,0.40623,-0.000827907,0,0.40623,0.40877,-0.000841616,0,0.408771,1,0
45,0.945,0.000539019,5.50411e-13,0.000811389,nan,nan,0.00307876,3,-9.555,0.05,10.015,0.406232,0.406232,-0.000846317,0,0.406233,-0.000846263,0,0.406233,0.408784,-0.000860477,0,0.408785,1,0
46,0.966,0.000539038,5.45007e-13,0.000809078,nan,nan,0.00307702,3,-9.534,0.05,9.99498,0.406235,0.406235,-0.000864674,0,0.406236,-0.000864619,0,0.406236,0.408797,-0.000879338,0,0.408798,1,0
47,0.987,0.000539056,5.39602e-13,0.000806767,nan,nan,0.00307527,3,-9.513,0.05,9.97495,0.406239,0.406239,-0.000883032,0,0.40624,-0.000882975,0,0.40624,0.408811,-0.000898199,0,0.408812,1,0
48,1.008,0.000539074,5.34198e-13,0.000804455,nan,nan,0.00307352,3,-9.492,0.05,9.95493,0.406242,0.406242,-0.000901389,0,0.406243,-0.000901331,0,0.406243,0.408824,-0.00091706,0,0.408825,1,0
49,1.029,0.000539092,5.28794e-13,0.000802144,nan,nan,0.00307177,3,-9.471,0.05,9.93491,0.406245,0.406245,-0.000919746,0,0.406246,-0.000919686,0,0.406246,0.408838,-0.000935921,0,0.408839,1,0
50,1.05,0.000539111,5.23389e-13,0.000799833,nan,nan,0.00307003,3,-9.45,0.05,9.91489,0.406248,0.406249,-0.000938103,0,0.40625,-0.000938042,0,0.40625,0.408852,-0.000954781,0,0.408853,1,0
51,1.071,0.000539129,5.17985e-13,0.000797522,nan,nan,0.00306828,3,-9.429,0.05,9.89487,0.406252,0.406252,-0.00095646,0,0.406253,-0.000956397,0,0.406253,0.408865,-0.000973642,0,0.408866,1,0
52,1.092,0.000539147,5.12581e-13,0.000795211,nan,nan,0.00306653,3,-9.408,0.05,9.87487,0.406255,0.406255,-0.000974817,0,0.406256,-0.000974753,0,0.406256,0.408879,-0.000992503,0,0.40888,1,0
53,1.113,0.000539165,5.07177e-13,0.0007929,nan,nan,0.00306479,3,-9.387,0.05,9.85486,0.406258,0.406258,-0.000993174,0,0.40626,-0.000993109,0,0.406259,0.408892,-0.00101136,0,0.408894,1,0
54,1.134,0.000539184,5.01773e-13,0.000790589,nan,nan,0.00306304,3,-9.366,0.05,9.83486,0.406261,0.406262,-0.00101153,0,0.406263,-0.00101146,0,0.406263,0.408906,-0.00103022,0,0.408907,1,0
55,1.155,0.000539202,4.96368e-13,0.000788278,nan,nan,0.00306129,3,-9.345,0.05,9.81486,0.406265,0.406265,-0.00102989,0,0.406266,-0.00102982,0,0.406266,0.408919,-0.00104909,0,0.408921,1,0
56,1.176,0.00053922,4.90964e-13,0.000785967,nan,nan,0.00305954,3,-9.324,0.05,9.79487,0.406268,0.406268,-0.00104824,0,0.406269,-0.00104818,0,0.406269,0.408933,-0.00106795,0,0.408934,1,0
57,1.197,0.000539238,4.8556e-13,0.000783656,nan,nan,0.0030578,3,-9.303,0.05,9.77488,0.406271,0.406271,-0.0010666,0,0.406273,-0.00106653,0,0.406273,0.408947,-0.00108681,0,0.408948,1,0
58,1.218,0.000539257,4.80155e-13,0.000781345,nan,nan,0.00305605,3,-9.282,0.05,9.7549,0.406274,0.406275,-0.00108496,0,0.406276,-0.00108489,0,0.406276,0.40896,-0.00110567,0,0.408962,1,0
59,1.239,0.000539275,4.74751e-13,0.000779034,nan,nan,0.0030543,3,-9.261,0.05,9.73492,0.406278,0.406278,-0.00110332,0,0.406279,-0.00110324,0,0.406279,0.408974,-0.00112453,0,0.408975,1,0
60,1.26,0.000539293,4.69347e-13,0.000776723,nan,nan,0.00305255,3,-9.24,0.05,9.71494,0.406281,0.406281,-0.00112167,0,0.406283,-0.0011216,0,0.406283,0.408987,-0.00114339,0,0.408989,1,0
61,1.281,0.000539311,4.63943e-13,0.000774412,nan,nan,0.00305081,3,-9.219,0.05,9.69497,0.406284,0.406284,-0.00114003,0,0.406286,-0.00113995,0,0.406286,0.409001,-0.00116225,0,0.409002,1,0
62,1.302,0.00053933,4.58539e-13,0.000772101,nan,nan,0.00304906,3,-9.198,0.05,9.675,0.406287,0.406288,-0.00115839,0,0.406289,-0.00115831,0,0.406289,0.409014,-0.00118111,0,0.409016,1,0
63,1.323,0.000539348,4.53134e-13,0.00076979,nan,nan,0.00304731,3,-9.177,0.05,9.65504,0.406291,0.406291,-0.00117674,0,0.406293,-0.00117667,0,0.406292,0.409028,-0.00119997,0,0.40903,1,0
64,1.344,0.000539366,4.4773e-13,0.000767479,nan,nan,0.00304556,3,-9.156,0.05,9.63508,0.406294,0.406294,-0.0011951,0,0.406296,-0.00119502,0,0.406296,0.409042,-0.00121883,0,0.409043,1,0
65,1.365,0.000539385,4.42326e-13,0.000765168,nan,nan,0.00304382,3,-9.135,0.05,9.61513,0.406297,0.406297,-0.00121346,0,0.406299,-0.00121338,0,0.406299,0.409055,-0.00123769,0,0.409057,1,0
66,1.386,0.000539403,4.36922e-13,0.000762857,nan,nan,0.00304207,3,-9.114,0.05,9.59518,0.4063,0.406301,-0.00123181,0,0.406303,-0.00123173,0,0.406302,0.409069,-0.00125655,0,0.409071,1,0
67,1.407,0.000539421,4.31518e-13,0.000760546,nan,nan,0.00304032,3,-9.093,0.05,9.57524,0.406304,0.406304,-0.00125017,0,0.406306,-0.00125009,0,0.406306,0.409082,-0.00127541,0,0.409084,1,0
68,1.428,0.000539439,4.26113e-13,0.000758235,nan,nan,0.00303857,3,-9.072,0.05,9.5553,0.406307,0.406307,-0.00126853,0,0.406309,-0.00126844,0,0.406309,0.409096,-0.00129428,0,0.409098,1,0
69,1.449,0.000539458,4.20709e-13,0.000755924,nan,nan,0.00303683,3,-9.051,0.05,9.53536,0.40631,0.40631,-0.00128689,0,0.406312,-0.0012868,0,0.406312,0.409109,-0.00131314,0,0.409112,1,0
70,1.47,0.000539476,4.15305e-13,0.000753613,nan,nan,0.00303508,3,-9.03,0.05,9.51543,0.406314,0.406314,-0.00130524,0,0.406316,-0.00130516,0,0.406316,0.409123,-0.001332,0,0.409125,1,0
71,1.491,0.000539494,4.099e-13,0.000751302,nan,nan,0.00303333,3,-9.009,0.05,9.4955,0.406317,0.406317,-0.0013236,0,0.406319,-0.00132351,0,0.406319,0.409137,-0.00135086,0,0.409139,1,0
72,1.512,0.000539512,4.04496e-13,0.000748991,nan,nan,0.00303158,3,-8.988,0.05,9.47558,0.40632,0.40632,-0.00134196,0,0.406322,-0.00134187,0,0.406322,0.40915,-0.00136972,0,0.409152,1,0
73,1.533,0.000539531,3.99092e-13,0.00074668,nan,nan,0.00302984,3,-8.967,0.05,9.45566,0.406323,0.406323,-0.00136031,0,0.406326,-0.00136022,0,0.406326,0.409164,-0.00138858,0,0.409166,1,0
74,1.554,0.000539549,3.93688e-13,0.000744369,nan,nan,0.00302809,3,-8.946,0.05,9.43575,0.406327,0.406327,-0.00137867,0,0.406329,-0.00137858,0,0.406329,0.409177,-0.00140744,0,0.40918,1,0
75,1.575,0.000539567,3.88284e-13,0.000742058,nan,nan,0.00302634,3,-8.925,0.05,9.41584,0.40633,0.40633,-0.00139703,0,0.406332,-0.00139693,0,0.406332,0.409191,-0.0014263,0,0.409193,1,0
76,1.596,0.000539585,3.82879e-13,0.000739747,nan,nan,0.00302459,3,-8.904,0.05,9.39594,0.406333,0.406333,-0.00141539,0,0.406336,-0.00141529,0,0.406336,0.409204,-0.00144516,0,0.409207,1,0
77,1.617,0.000539604,3.77475e-13,0.000737436,nan,nan,0.00302285,3,-8.883,0.05,9.37604,0.406336,0.406337,-0.00143374,0,0.406339,-0.00143364,0,0.406339,0.409218,-0.00146402,0,0.409221,1,0
78,1.638,0.000539626,3.72267e-13,0.00073396,nan,nan,0.00302023,3,-8.862,0.05,9.35615,0.406341,0.406341,-0.00145133,0,0.406344,-0.00145123,0,0.406344,0.409238,-0.00148221,0,0.409241,1,0
79,1.659,0.000539649,3.67129e-13,0.000730062,nan,nan,0.0030173,3,-8.841,0.05,9.33626,0.406346,0.406347,-0.00146864,0,0.406349,-0.00146854,0,0.406349,0.409261,-0.00150015,0,0.409263,1,0
80,1.68,0.000539672,3.61991e-13,0.000726165,nan,nan,0.00301437,3,-8.82,0.05,9.31638,0.406352,0.406352,-0.00148595,0,0.406355,-0.00148584,0,0.406355,0.409283,-0.00151809,0,0.409286,1,0
81,1.701,0.000539696,3.56853e-13,0.000722268,nan,nan,0.00301144,3,-8.799,0.05,9.2965,0.406357,0.406358,-0.00150326,0,0.40636,-0.00150315,0,0.40636,0.409305,-0.00153604,0,0.409308,1,0
82,1.722,0.000539719,3.51716e-13,0.00071837,nan,nan,0.00300851,3,-8.778,0.05,9.27663,0.406363,0.406363,-0.00152056,0,0.406366,-0.00152046,0,0.406366,0.409328,-0.00155398,0,0.409331,1,0
83,1.743,0.000539743,3.46578e-13,0.000714473,nan,nan,0.00300559,3,-8.757,0.05,9.25676,0.406368,0.406368,-0.00153787,0,0.406371,-0.00153777,0,0.406371,0.40935,-0.00157192,0,0.409353,1,0
84,1.764,0.000539766,3.4144e-13,0.000710575,nan,nan,0.00300266,3,-8.736,0.05,9.23689,0.406374,0.406374,-0.00155518,0,0.406377,-0.00155507,0,0.406377,0.409373,-0.00158986,0,0.409376,1,0
85,1.785,0.000539789,3.36303e-13,0.000706678,nan,nan,0.00299973,3,-8.715,0.05,9.21703,0.406379,0.406379,-0.00157249,0,0.406382,-0.00157238,0,0.406382,0.409395,-0.0016078,0,0.409398,1,0
86,1.806,0.000539813,3.31165e-13,0.000702781,nan,nan,0.0029968,3,-8.694,0.05,9.19718,0.406384,0.406385,-0.0015898,0,0.406388,-0.00158969,0,0.406387,0.409418,-0.00162574,0,0.409421,1,0
87,1.827,0.000539836,3.26027e-13,0.000698883,nan,nan,0.00299387,3,-8.673,0.05,9.17733,0.40639,0.40639,-0.00160711,0,0.406393,-0.00160699,0,0.406393,0.40944,-0.00164369,0,0.409443,1,0
88,1.848,0.000539859,3.2089e-13,0.000694986,nan,nan,0.00299094,3,-8.652,0.05,9.15749,0.406395,0.406395,-0.00162441,0,0.406399,-0.0016243,0,0.406398,0.409463,-0.00166163,0,0.409466,1,0
89,1.869,0.000539883,3.15752e-13,0.000691088,nan,nan,0.00298801,3,-8.631,0.05,9.13765,0.406401,0.406401,-0.00164172,0,0.406404,-0.00164161,0,0.406404,0.409485,-0.00167957,0,0.409488,1,0
90,1.89,0.000539906,3.10614e-13,0.000687191,nan,nan,0.00298508,3,-8.61,0.05,9.11782,0.406406,0.406406,-0.00165903,0,0.40641,-0.00165891,0,0.406409,0.409507,-0.00169751,0,0.409511,1,0
91,1.911,0.000539929,3.05476e-13,0.000683294,nan,nan,0.00298215,3,-8.589,0.05,9.09799,0.406411,0.406412,-0.00167634,0,0.406415,-0.00167622,0,0.406415,0.40953,-0.00171545,0,0.409534,1,0
92,1.932,0.000539953,3.00339e-13,0.000679396,nan,nan,0.00297922,3,-8.568,0.05,9.07817,0.406417,0.406417,-0.00169365,0,0.406421,-0.00169353,0,0.40642,0.409552,-0.0017334,0,0.409556,1,0
93,1.953,0.000539976,2.95201e-13,0.000675499,nan,nan,0.00297629,3,-8.547,0.05,9.05835,0.406422,0.406423,-0.00171096,0,0.406426,-0.00171083,0,0.406426,0.409575,-0.00175134,0,0.409579,1,0
94,1.974,0.000539999,2.90064e-13,0.000671601,nan,nan,0.00297336,3,-8.526,0.05,9.03854,0.406428,0.406428,-0.00172827,0,0.406432,-0.00172814,0,0.406431,0.409597,-0.00176928,0,0.409601,1,0
95,1.995,0.000540023,2.84926e-13,0.000667704,nan,nan,0.00297043,3,-8.505,0.05,9.01873,0.406433,0.406433,-0.00174557,0,0.406437,-0.00174545,0,0.406437,0.40962,-0.00178722,0,0.409624,1,0
96,2.016,0.000540046,2.79788e-13,0.000663807,nan,nan,0.0029675,3,-8.484,0.05,8.99893,0.406438,0.406439,-0.00176288,0,0.406443,-0.00176275,0,0.406442,0.409642,-0.00180516,0,0.409646,1,0
97,2.037,0.00054007,2.74651e-13,0.000659909,nan,nan,0.00296457,3,-8.463,0.05,8.97914,0.406444,0.406444,-0.00178019,0,0.406448,-0.00178006,0,0.406448,0.409665,-0.0018231,0,0.409669,1,0
98,2.058,0.000540093,2.69513e-13,0.000656012,nan,nan,0.00296164,3,-8.442,0.05,8.95935,0.406449,0.40645,-0.0017975,0,0.406454,-0.00179737,0,0.406453,0.409687,-0.00184105,0,0.409691,1,0
99,2.079,0.000540116,2.64375e-13,0.000652114,nan,nan,0.00295871,3,-8.421,0.05,8.93956,0.406455,0.406455,-0.00181481,0,0.406459,-0.00181467,0,0.406459,0.40971,-0.00185899,0,0.409714,1,0
100,2.1,0.00054014,2.59237e-13,0.000648217,nan,nan,0.00295578,3,-8.4,0.05,8.91978,0.40646,0.40646,-0.00183212,0,0.406465,-0.00183198,0,0.406464,0.409732,-0.00187693,0,0.409736,1,0
101,2.121,0.000540163,2.541e-13,0.000644319,nan,nan,0.00295286,3,-8.379,0.05,8.90001,0.406465,0.406466,-0.00184942,0,0.40647,-0.00184929,0,0.40647,0.409754,-0.00189487,0,0.409759,1,0
102,2.142,0.000540186,2.48962e-13,0.000640422,nan,nan,0.00294993,3,-8.358,0.05,8.88024,0.406471,0.406471,-0.00186673,0,0.406476,-0.0018666,0,0.406475,0.409777,-0.00191281,0,0.409781,1,0
103,2.163,0.00054021,2.43824e-13,0.000636525,nan,nan,0.002947,3,-8.337,0.05,8.86048,0.406476,0.406477,-0.00188404,0,0.406481,-0.0018839,0,0.406481,0.409799,-0.00193076,0,0.409804,1,0
104,2.184,0.000540233,2.38687e-13,0.000632627,nan,nan,0.00294407,3,-8.316,0.05,8.84072,0.406482,0.406482,-0.00190135,0,0.406487,-0.00190121,0,0.406486,0.409822,-0.0019487,0,0.409826,1,0
105,2.205,0.000540256,2.33549e-13,0.00062873,nan,nan,0.00294114,3,-8.295,0.05,8.82097,0.406487,0.406487,-0.00191866,0,0.406492,-0.00191852,0,0.406492,0.409844,-0.00196664,0,0.409849,1,0
106,2.226,0.00054028,2.28411e-13,0.000624832,nan,nan,0.00293821,3,-8.274,0.05,8.80123,0.406492,0.406493,-0.00193597,0,0.406498,-0.00193582,0,0.406497,0.409867,-0.00198458,0,0.409871,1,0
107,2.247,0.000540303,2.23274e-13,0.000620935,nan,nan,0.00293528,3,-8.253,0.05,8.78149,0.406498,0.406498,-0.00195328,0,0.406503,-0.00195313,0,0.406503,0.409889,-0.00200252,0,0.409894,1,0
108,2.268,0.000540326,2.18136e-13,0.000617038,nan,nan,0.00293235,3,-8.232,0.05,8.76175,0.406503,0.406504,-0.00197058,0,0.406508,-0.00197044,0,0.406508,0.409912,-0.00202046,0,0.409917,1,0
109,2.289,0.00054035,2.12998e-13,0.00061314,nan,nan,0.00292942,3,-8.211,0.05,8.74203,0.406509,0.406509,-0.00198789,0,0.406514,-0.00198774,0,0.406514,0.409934,-0.00203841,0,0.409939,1,0
110,2.31,0.000540373,2.0786e-13,0.000609243,nan,nan,0.00292649,3,-8.19,0.05,8.7223,0.406514,0.406515,-0.0020052,0,0.40652,-0.00200505,0,0.406519,0.409957,-0.00205635,0,0.409962,1,0
111,2.331,0.000540398,2.03157e-13,0.000604835,nan,nan,0.00292316,3,-8.169,0.05,8.70259,0.40652,0.406521,-0.00202222,0,0.406526,-0.00202207,0,0.406525,0.409982,-0.0020739,0,0.409987,1,0
112,2.352,0.000540427,1.99538e-13,0.000599152,nan,nan,0.00291882,3,-8.148,0.05,8.68288,0.406528,0.406529,-0.00203852,0,0.406534,-0.00203836,0,0.406533,0.410013,-0.00209049,0,0.410019,1,0
113,2.373,0.000540457,1.9592e-13,0.000593469,nan,nan,0.00291448,3,-8.127,0.05,8.66318,0.406536,0.406536,-0.00205481,0,0.406542,-0.00205465,0,0.406541,0.410045,-0.00210708,0,0.410051,1,0
114,2.394,0.000540486,1.92302e-13,0.000587786,nan,nan,0.00291014,3,-8.106,0.05,8.64348,0.406544,0.406544,-0.00207111,0,0.40655,-0.00207095,0,0.406549,0.410077,-0.00212367,0,0.410083,1,0
115,2.415,0.000540515,1.88683e-13,0.000582103,nan,nan,0.0029058,3,-8.085,0.05,8.62379,0.406552,0.406552,-0.0020874,0,0.406558,-0.00208724,0,0.406557,0.410109,-0.00214026,0,0.410114,1,0
116,2.436,0.000540544,1.85065e-13,0.00057642,nan,nan,0.00290146,3,-8.064,0.05,8.6041,0.40656,0.40656,-0.0021037,0,0.406566,-0.00210354,0,0.406565,0.410141,-0.00215685,0,0.410146,1,0
117,2.457,0.000540573,1.81447e-13,0.000570737,nan,nan,0.00289712,3,-8.043,0.05,8.58442,0.406568,0.406568,-0.00211999,0,0.406573,-0.00211983,0,0.406573,0.410173,-0.00217344,0,0.410178,1,0
118,2.478,0.000540603,1.77828e-13,0.000565054,nan,nan,0.00289278,3,-8.022,0.05,8.56475,0.406575,0.406576,-0.00213629,0,0.406581,-0.00213612,0,0.406581,0.410204,-0.00219002,0,0.41021,1,0
