Point ID,arc_length,Co,nut,p,phi,phi_0,pMean,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_0_0,U_0_1,U_0_2,U_0_Magnitude,U_1,U_2,U_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,vtkValidPointMask,yPlus
18,0.378,0.00230913,1.0251e-13,0.000916988,nan,nan,0.00417832,0.5,-10.122,0.05,10.1345,0.404042,0.404042,-0.000321692,-1.40048e-32,0.404042,-0.000321664,-1.4083e-32,0.404042,0.405915,-0.000466067,-7.67649e-32,0.405915,1,0
19,0.399,0.00230915,1.02135e-13,0.000915776,nan,nan,0.00417795,0.5,-10.101,0.05,10.1135,0.404044,0.404044,-0.000339564,-1.47828e-32,0.404044,-0.000339534,-1.48654e-32,0.404044,0.405919,-0.000491959,-8.10296e-32,0.405919,1,0
20,0.42,0.00230917,1.0176e-13,0.000914564,nan,nan,0.00417758,0.5,-10.08,0.05,10.0925,0.404046,0.404046,-0.000357436,-1.55609e-32,0.404046,-0.000357404,-1.56478e-32,0.404046,0.405923,-0.000517852,-8.52943e-32,0.405924,1,0
21,0.441,0.00230918,1.01384e-13,0.000913353,nan,nan,0.00417721,0.5,-10.059,0.05,10.0715,0.404048,0.404048,-0.000375307,-1.63389e-32,0.404048,-0.000375274,-1.64301e-32,0.404048,0.405927,-0.000543744,-8.9559e-32,0.405928,1,0
22,0.462,0.0023092,1.01009e-13,0.000912141,nan,nan,0.00417684,0.5,-10.038,0.05,10.0506,0.40405,0.40405,-0.000393179,-1.7117e-32,0.40405,-0.000393144,-1.72125e-32,0.40405,0.405932,-0.000569637,-9.38237e-32,0.405932,1,0
23,0.483,0.00230922,1.00634e-13,0.000910929,nan,nan,0.00417647,0.5,-10.017,0.05,10.0296,0.404052,0.404052,-0.000411051,-1.7895e-32,0.404052,-0.000411014,-1.79949e-32,0.404052,0.405936,-0.000595529,-9.80884e-32,0.405936,1,0
24,0.504,0.00230924,1.00259e-13,0.000909718,nan,nan,0.0041761,0.5,-9.996,0.05,10.0086,0.404054,0.404054,-0.000428923,-1.86731e-32,0.404055,-0.000428884,-1.87773e-32,0.404055,0.40594,-0.000621422,-1.02353e-31,0.40594,1,0
25,0.525,0.00230925,9.98835e-14,0.000908506,nan,nan,0.00417573,0.5,-9.975,0.05,9.98765,0.404056,0.404056,-0.000446794,-1.94511e-32,0.404057,-0.000446755,-1.95597e-32,0.404057,0.405944,-0.000647314,-1.06618e-31,0.405945,1,0
26,0.546,0.00230927,9.95083e-14,0.000907294,nan,nan,0.00417536,0.5,-9.954,0.05,9.96668,0.404058,0.404058,-0.000464666,-2.02291e-32,0.404059,-0.000464625,-2.03421e-32,0.404059,0.405948,-0.000673207,-1.10882e-31,0.405949,1,0
27,0.567,0.00230929,9.9133e-14,0.000906083,nan,nan,0.00417499,0.5,-9.933,0.05,9.9457,0.404061,0.404061,-0.000482538,-2.10072e-32,0.404061,-0.000482496,-2.11245e-32,0.404061,0.405952,-0.0006991,-1.15147e-31,0.405953,1,0
28,0.588,0.00230931,9.87578e-14,0.000904871,nan,nan,0.00417462,0.5,-9.912,0.05,9.92473,0.404063,0.404063,-0.00050041,-2.17853e-32,0.404063,-0.000500366,-2.19069e-32,0.404063,0.405957,-0.000724993,-1.19412e-31,0.405957,1,0
29,0.609,0.00230933,9.83826e-14,0.000903659,nan,nan,0.00417425,0.5,-9.891,0.05,9.90376,0.404065,0.404065,-0.000518282,-2.25633e-32,0.404065,-0.000518236,-2.26893e-32,0.404065,0.405961,-0.000750885,-1.23677e-31,0.405961,1,0
30,0.63,0.00230934,9.80074e-14,0.000902448,nan,nan,0.00417388,0.5,-9.87,0.05,9.88278,0.404067,0.404067,-0.000536154,-2.33413e-32,0.404067,-0.000536106,-2.34716e-32,0.404067,0.405965,-0.000776778,-1.27941e-31,0.405966,1,0
31,0.651,0.00230936,9.76322e-14,0.000901236,nan,nan,0.00417351,0.5,-9.849,0.05,9.86181,0.404069,0.404069,-0.000554025,-2.41194e-32,0.404069,-0.000553976,-2.4254e-32,0.404069,0.405969,-0.00080267,-1.32206e-31,0.40597,1,0
32,0.672,0.00230938,9.7257e-14,0.000900024,nan,nan,0.00417314,0.5,-9.828,0.05,9.84084,0.404071,0.404071,-0.000571897,-2.48974e-32,0.404071,-0.000571846,-2.50364e-32,0.404071,0.405973,-0.000828563,-1.36471e-31,0.405974,1,0
33,0.693,0.0023094,9.68817e-14,0.000898813,nan,nan,0.00417277,0.5,-9.807,0.05,9.81987,0.404073,0.404073,-0.000589769,-2.56755e-32,0.404073,-0.000589716,-2.58188e-32,0.404073,0.405977,-0.000854455,-1.40736e-31,0.405978,1,0
34,0.714,0.00230941,9.65065e-14,0.000897601,nan,nan,0.0041724,0.5,-9.786,0.05,9.79889,0.404075,0.404075,-0.00060764,-2.64535e-32,0.404075,-0.000607586,-2.66012e-32,0.404075,0.405982,-0.000880348,-1.45e-31,0.405982,1,0
35,0.735,0.00230943,9.61313e-14,0.000896389,nan,nan,0.00417203,0.5,-9.765,0.05,9.77792,0.404077,0.404077,-0.000625512,-2.72315e-32,0.404078,-0.000625457,-2.73836e-32,0.404078,0.405986,-0.00090624,-1.49265e-31,0.405987,1,0
36,0.756,0.00230945,9.57561e-14,0.000895178,nan,nan,0.00417166,0.5,-9.744,0.05,9.75695,0.404079,0.404079,-0.000643384,-2.80096e-32,0.40408,-0.000643327,-2.81659e-32,0.40408,0.40599,-0.000932132,-1.5353e-31,0.405991,1,0
37,0.777,0.00230947,9.53808e-14,0.000893966,nan,nan,0.00417129,0.5,-9.723,0.05,9.73598,0.404081,0.404081,-0.000661256,-2.87877e-32,0.404082,-0.000661198,-2.89484e-32,0.404082,0.405994,-0.000958026,-1.57795e-31,0.405995,1,0
38,0.798,0.00230949,9.50056e-14,0.000892754,nan,nan,0.00417092,0.5,-9.702,0.05,9.715,0.404083,0.404083,-0.000679128,-2.95657e-32,0.404084,-0.000679068,-2.97307e-32,0.404084,0.405998,-0.000983919,-1.62059e-31,0.405999,1,0
39,0.819,0.0023095,9.46304e-14,0.000891543,nan,nan,0.00417055,0.5,-9.681,0.05,9.69403,0.404085,0.404085,-0.000697,-3.03437e-32,0.404086,-0.000696938,-3.05131e-32,0.404086,0.406002,-0.00100981,-1.66324e-31,0.406004,1,0
40,0.84,0.00230952,9.42552e-14,0.000890331,nan,nan,0.00417018,0.5,-9.66,0.05,9.67306,0.404087,0.404087,-0.000714871,-3.11218e-32,0.404088,-0.000714808,-3.12955e-32,0.404088,0.406006,-0.0010357,-1.70589e-31,0.406008,1,0
41,0.861,0.00230956,9.3653e-14,0.000887765,nan,nan,0.00416935,0.5,-9.639,0.05,9.65209,0.404092,0.404092,-0.000732454,-3.13054e-32,0.404092,-0.000732389,-3.14808e-32,0.404092,0.406015,-0.00106212,-1.72338e-31,0.406017,1,0
42,0.882,0.0023096,9.28475e-14,0.000883986,nan,nan,0.00416812,0.5,-9.618,0.05,9.63112,0.404098,0.404098,-0.000749778,-3.09561e-32,0.404099,-0.000749711,-3.1131e-32,0.404099,0.406028,-0.00108902,-1.71833e-31,0.406029,1,0
43,0.903,0.00230965,9.20419e-14,0.000880207,nan,nan,0.00416688,0.5,-9.597,0.05,9.61015,0.404105,0.404105,-0.000767102,-3.06069e-32,0.404105,-0.000767034,-3.07812e-32,0.404105,0.40604,-0.00111591,-1.71328e-31,0.406042,1,0
44,0.924,0.0023097,9.12364e-14,0.000876428,nan,nan,0.00416565,0.5,-9.576,0.05,9.58918,0.404111,0.404111,-0.000784427,-3.02577e-32,0.404112,-0.000784356,-3.04314e-32,0.404112,0.406053,-0.00114281,-1.70823e-31,0.406055,1,0
45,0.945,0.00230975,9.04309e-14,0.000872649,nan,nan,0.00416441,0.5,-9.555,0.05,9.5682,0.404117,0.404117,-0.000801751,-2.99084e-32,0.404118,-0.000801678,-3.00815e-32,0.404118,0.406066,-0.0011697,-1.70319e-31,0.406067,1,0
46,0.966,0.0023098,8.96253e-14,0.00086887,nan,nan,0.00416318,0.5,-9.534,0.05,9.54723,0.404124,0.404124,-0.000819075,-2.95592e-32,0.404124,-0.000819,-2.97317e-32,0.404124,0.406078,-0.0011966,-1.69814e-31,0.40608,1,0
47,0.987,0.00230985,8.88197e-14,0.00086509,nan,nan,0.00416194,0.5,-9.513,0.05,9.52626,0.40413,0.40413,-0.0008364,-2.921e-32,0.404131,-0.000836323,-2.93819e-32,0.404131,0.406091,-0.00122349,-1.69309e-31,0.406093,1,0
48,1.008,0.0023099,8.80142e-14,0.000861311,nan,nan,0.00416071,0.5,-9.492,0.05,9.50529,0.404136,0.404136,-0.000853724,-2.88607e-32,0.404137,-0.000853646,-2.9032e-32,0.404137,0.406104,-0.00125038,-1.68804e-31,0.406106,1,0
49,1.029,0.00230995,8.72086e-14,0.000857532,nan,nan,0.00415947,0.5,-9.471,0.05,9.48432,0.404143,0.404143,-0.000871048,-2.85115e-32,0.404144,-0.000870968,-2.86822e-32,0.404144,0.406116,-0.00127728,-1.68299e-31,0.406118,1,0
50,1.05,0.00231,8.64031e-14,0.000853753,nan,nan,0.00415824,0.5,-9.45,0.05,9.46335,0.404149,0.404149,-0.000888372,-2.81623e-32,0.40415,-0.00088829,-2.83324e-32,0.40415,0.406129,-0.00130417,-1.67794e-31,0.406131,1,0
51,1.071,0.00231005,8.55975e-14,0.000849974,nan,nan,0.004157,0.5,-9.429,0.05,9.44238,0.404155,0.404155,-0.000905696,-2.7813e-32,0.404156,-0.000905612,-2.79825e-32,0.404156,0.406142,-0.00133107,-1.67289e-31,0.406144,1,0
52,1.092,0.0023101,8.4792e-14,0.000846195,nan,nan,0.00415577,0.5,-9.408,0.05,9.42141,0.404162,0.404162,-0.00092302,-2.74638e-32,0.404163,-0.000922935,-2.76327e-32,0.404163,0.406154,-0.00135796,-1.66784e-31,0.406157,1,0
53,1.113,0.00231015,8.39864e-14,0.000842416,nan,nan,0.00415453,0.5,-9.387,0.05,9.40044,0.404168,0.404168,-0.000940344,-2.71146e-32,0.404169,-0.000940257,-2.72829e-32,0.404169,0.406167,-0.00138486,-1.66279e-31,0.406169,1,0
54,1.134,0.0023102,8.31809e-14,0.000838637,nan,nan,0.0041533,0.5,-9.366,0.05,9.37947,0.404174,0.404174,-0.000957668,-2.67653e-32,0.404176,-0.000957579,-2.69331e-32,0.404176,0.40618,-0.00141175,-1.65775e-31,0.406182,1,0
55,1.155,0.00231025,8.23753e-14,0.000834857,nan,nan,0.00415206,0.5,-9.345,0.05,9.3585,0.404181,0.404181,-0.000974992,-2.64161e-32,0.404182,-0.000974901,-2.65832e-32,0.404182,0.406192,-0.00143864,-1.6527e-31,0.406195,1,0
56,1.176,0.00231029,8.15698e-14,0.000831078,nan,nan,0.00415083,0.5,-9.324,0.05,9.33753,0.404187,0.404187,-0.000992316,-2.60669e-32,0.404188,-0.000992224,-2.62334e-32,0.404188,0.406205,-0.00146554,-1.64765e-31,0.406207,1,0
57,1.197,0.00231034,8.07642e-14,0.000827299,nan,nan,0.00414959,0.5,-9.303,0.05,9.31656,0.404194,0.404194,-0.00100964,-2.57176e-32,0.404195,-0.00100955,-2.58836e-32,0.404195,0.406217,-0.00149243,-1.6426e-31,0.40622,1,0
58,1.218,0.00231039,7.99586e-14,0.00082352,nan,nan,0.00414835,0.5,-9.282,0.05,9.29559,0.4042,0.4042,-0.00102697,-2.53684e-32,0.404201,-0.00102687,-2.55337e-32,0.404201,0.40623,-0.00151933,-1.63755e-31,0.406233,1,0
59,1.239,0.00231044,7.91531e-14,0.000819741,nan,nan,0.00414712,0.5,-9.261,0.05,9.27462,0.404206,0.404206,-0.00104429,-2.50191e-32,0.404208,-0.00104419,-2.51839e-32,0.404208,0.406243,-0.00154622,-1.6325e-31,0.406246,1,0
60,1.26,0.00231049,7.83476e-14,0.000815962,nan,nan,0.00414588,0.5,-9.24,0.05,9.25365,0.404213,0.404213,-0.00106161,-2.46699e-32,0.404214,-0.00106151,-2.48341e-32,0.404214,0.406255,-0.00157312,-1.62745e-31,0.406258,1,0
61,1.281,0.00231054,7.7542e-14,0.000812182,nan,nan,0.00414465,0.5,-9.219,0.05,9.23268,0.404219,0.404219,-0.00107894,-2.43207e-32,0.40422,-0.00107884,-2.44842e-32,0.40422,0.406268,-0.00160001,-1.6224e-31,0.406271,1,0
62,1.302,0.00231059,7.67365e-14,0.000808403,nan,nan,0.00414341,0.5,-9.198,0.05,9.21172,0.404225,0.404225,-0.00109626,-2.39714e-32,0.404227,-0.00109616,-2.41344e-32,0.404227,0.406281,-0.0016269,-1.61736e-31,0.406284,1,0
63,1.323,0.00231064,7.59309e-14,0.000804624,nan,nan,0.00414218,0.5,-9.177,0.05,9.19075,0.404232,0.404232,-0.00111359,-2.36222e-32,0.404233,-0.00111348,-2.37846e-32,0.404233,0.406293,-0.0016538,-1.61231e-31,0.406297,1,0
64,1.344,0.00231069,7.51254e-14,0.000800845,nan,nan,0.00414094,0.5,-9.156,0.05,9.16978,0.404238,0.404238,-0.00113091,-2.3273e-32,0.40424,-0.0011308,-2.34348e-32,0.40424,0.406306,-0.00168069,-1.60726e-31,0.406309,1,0
65,1.365,0.00231074,7.43198e-14,0.000797066,nan,nan,0.00413971,0.5,-9.135,0.05,9.14881,0.404244,0.404244,-0.00114823,-2.29237e-32,0.404246,-0.00114812,-2.30849e-32,0.404246,0.406319,-0.00170759,-1.60221e-31,0.406322,1,0
66,1.386,0.00231079,7.35143e-14,0.000793287,nan,nan,0.00413847,0.5,-9.114,0.05,9.12784,0.404251,0.404251,-0.00116556,-2.25745e-32,0.404252,-0.00116545,-2.27351e-32,0.404252,0.406331,-0.00173448,-1.59716e-31,0.406335,1,0
67,1.407,0.00231084,7.27087e-14,0.000789508,nan,nan,0.00413724,0.5,-9.093,0.05,9.10687,0.404257,0.404257,-0.00118288,-2.22253e-32,0.404259,-0.00118277,-2.23853e-32,0.404259,0.406344,-0.00176138,-1.59211e-31,0.406348,1,0
68,1.428,0.00231089,7.19031e-14,0.000785728,nan,nan,0.004136,0.5,-9.072,0.05,9.08591,0.404264,0.404264,-0.00120021,-2.1876e-32,0.404265,-0.00120009,-2.20354e-32,0.404265,0.406357,-0.00178827,-1.58706e-31,0.406361,1,0
69,1.449,0.00231094,7.10976e-14,0.000781949,nan,nan,0.00413477,0.5,-9.051,0.05,9.06494,0.40427,0.40427,-0.00121753,-2.15268e-32,0.404272,-0.00121741,-2.16856e-32,0.404272,0.406369,-0.00181516,-1.58201e-31,0.406373,1,0
70,1.47,0.00231099,7.0292e-14,0.00077817,nan,nan,0.00413353,0.5,-9.03,0.05,9.04397,0.404276,0.404276,-0.00123485,-2.11776e-32,0.404278,-0.00123474,-2.13358e-32,0.404278,0.406382,-0.00184206,-1.57696e-31,0.406386,1,0
71,1.491,0.00231103,6.94865e-14,0.000774391,nan,nan,0.0041323,0.5,-9.009,0.05,9.023,0.404283,0.404283,-0.00125218,-2.08283e-32,0.404285,-0.00125206,-2.09859e-32,0.404285,0.406395,-0.00186895,-1.57192e-31,0.406399,1,0
72,1.512,0.00231108,6.86809e-14,0.000770612,nan,nan,0.00413106,0.5,-8.988,0.05,9.00204,0.404289,0.404289,-0.0012695,-2.04791e-32,0.404291,-0.00126938,-2.06361e-32,0.404291,0.406407,-0.00189585,-1.56687e-31,0.406412,1,0
73,1.533,0.00231113,6.78754e-14,0.000766833,nan,nan,0.00412983,0.5,-8.967,0.05,8.98107,0.404295,0.404295,-0.00128683,-2.01299e-32,0.404297,-0.0012867,-2.02863e-32,0.404297,0.40642,-0.00192274,-1.56182e-31,0.406424,1,0
74,1.554,0.00231118,6.70698e-14,0.000763054,nan,nan,0.00412859,0.5,-8.946,0.05,8.9601,0.404302,0.404302,-0.00130415,-1.97806e-32,0.404304,-0.00130403,-1.99365e-32,0.404304,0.406432,-0.00194964,-1.55677e-31,0.406437,1,0
75,1.575,0.00231123,6.62643e-14,0.000759275,nan,nan,0.00412736,0.5,-8.925,0.05,8.93913,0.404308,0.404308,-0.00132148,-1.94314e-32,0.40431,-0.00132135,-1.95866e-32,0.40431,0.406445,-0.00197653,-1.55172e-31,0.40645,1,0
76,1.596,0.00231128,6.54587e-14,0.000755495,nan,nan,0.00412612,0.5,-8.904,0.05,8.91817,0.404314,0.404314,-0.0013388,-1.90822e-32,0.404317,-0.00133867,-1.92368e-32,0.404317,0.406458,-0.00200342,-1.54667e-31,0.406463,1,0
77,1.617,0.00231133,6.46532e-14,0.000751716,nan,nan,0.00412489,0.5,-8.883,0.05,8.8972,0.404321,0.404321,-0.00135612,-1.87329e-32,0.404323,-0.00135599,-1.8887e-32,0.404323,0.40647,-0.00203032,-1.54162e-31,0.406475,1,0
78,1.638,0.0023114,6.38737e-14,0.000745852,nan,nan,0.00412292,0.5,-8.862,0.05,8.87624,0.40433,0.40433,-0.00137268,-1.74367e-32,0.404333,-0.00137254,-1.75826e-32,0.404333,0.406489,-0.00205856,-1.46081e-31,0.406495,1,0
79,1.659,0.00231148,6.31036e-14,0.000739232,nan,nan,0.0041207,0.5,-8.841,0.05,8.85527,0.404341,0.404341,-0.00138895,-1.57973e-32,0.404344,-0.00138882,-1.59323e-32,0.404344,0.406511,-0.0020873,-1.35253e-31,0.406516,1,0
80,1.68,0.00231155,6.23335e-14,0.000732612,nan,nan,0.00411847,0.5,-8.82,0.05,8.8343,0.404352,0.404352,-0.00140523,-1.4158e-32,0.404354,-0.00140509,-1.4282e-32,0.404354,0.406532,-0.00211603,-1.24427e-31,0.406537,1,0
81,1.701,0.00231163,6.15634e-14,0.000725993,nan,nan,0.00411625,0.5,-8.799,0.05,8.81334,0.404363,0.404363,-0.0014215,-1.25186e-32,0.404365,-0.00142136,-1.26317e-32,0.404365,0.406553,-0.00214477,-1.136e-31,0.406559,1,0
82,1.722,0.00231171,6.07933e-14,0.000719373,nan,nan,0.00411402,0.5,-8.778,0.05,8.79237,0.404374,0.404374,-0.00143777,-1.08793e-32,0.404376,-0.00143763,-1.09814e-32,0.404376,0.406574,-0.0021735,-1.02773e-31,0.40658,1,0
83,1.743,0.00231178,6.00232e-14,0.000712753,nan,nan,0.0041118,0.5,-8.757,0.05,8.77141,0.404384,0.404384,-0.00145405,-9.23992e-33,0.404387,-0.0014539,-9.33116e-33,0.404387,0.406596,-0.00220223,-9.1946e-32,0.406602,1,0
84,1.764,0.00231186,5.92532e-14,0.000706134,nan,nan,0.00410957,0.5,-8.736,0.05,8.75044,0.404395,0.404395,-0.00147032,-7.60057e-33,0.404398,-0.00147018,-7.68089e-33,0.404398,0.406617,-0.00223097,-8.11191e-32,0.406623,1,0
85,1.785,0.00231194,5.84831e-14,0.000699514,nan,nan,0.00410734,0.5,-8.715,0.05,8.72948,0.404406,0.404406,-0.0014866,-5.96122e-33,0.404409,-0.00148645,-6.03062e-33,0.404409,0.406638,-0.0022597,-7.02922e-32,0.406644,1,0
86,1.806,0.00231201,5.7713e-14,0.000692894,nan,nan,0.00410512,0.5,-8.694,0.05,8.70851,0.404417,0.404417,-0.00150287,-4.32188e-33,0.40442,-0.00150272,-4.38034e-33,0.40442,0.406659,-0.00228843,-5.94653e-32,0.406666,1,0
87,1.827,0.00231209,5.69429e-14,0.000686274,nan,nan,0.00410289,0.5,-8.673,0.05,8.68754,0.404428,0.404428,-0.00151914,-2.68253e-33,0.404431,-0.00151899,-2.73007e-33,0.404431,0.406681,-0.00231717,-4.86385e-32,0.406687,1,0
88,1.848,0.00231217,5.61729e-14,0.000679655,nan,nan,0.00410067,0.5,-8.652,0.05,8.66658,0.404439,0.404439,-0.00153542,-1.04318e-33,0.404442,-0.00153526,-1.0798e-33,0.404442,0.406702,-0.0023459,-3.78116e-32,0.406709,1,0
89,1.869,0.00231224,5.54027e-14,0.000673035,nan,nan,0.00409844,0.5,-8.631,0.05,8.64561,0.404449,0.404449,-0.00155169,5.9624e-34,0.404452,-0.00155154,5.7055e-34,0.404452,0.406723,-0.00237464,-2.69842e-32,0.40673,1,0
90,1.89,0.00231232,5.46327e-14,0.000666415,nan,nan,0.00409622,0.5,-8.61,0.05,8.62465,0.40446,0.40446,-0.00156797,2.23559e-33,0.404463,-0.00156781,2.22082e-33,0.404463,0.406745,-0.00240337,-1.61573e-32,0.406752,1,0
91,1.911,0.0023124,5.38626e-14,0.000659795,nan,nan,0.00409399,0.5,-8.589,0.05,8.60369,0.404471,0.404471,-0.00158424,3.87493e-33,0.404474,-0.00158408,3.8711e-33,0.404474,0.406766,-0.0024321,-5.33045e-33,0.406773,1,0
92,1.932,0.00231247,5.30925e-14,0.000653176,nan,nan,0.00409176,0.5,-8.568,0.05,8.58272,0.404482,0.404482,-0.00160051,5.51428e-33,0.404485,-0.00160035,5.52137e-33,0.404485,0.406787,-0.00246084,5.49643e-33,0.406794,1,0
93,1.953,0.00231255,5.23224e-14,0.000646556,nan,nan,0.00408954,0.5,-8.547,0.05,8.56176,0.404493,0.404493,-0.00161679,7.15363e-33,0.404496,-0.00161662,7.17164e-33,0.404496,0.406808,-0.00248957,1.63233e-32,0.406816,1,0
94,1.974,0.00231263,5.15523e-14,0.000639936,nan,nan,0.00408731,0.5,-8.526,0.05,8.54079,0.404503,0.404503,-0.00163306,8.79298e-33,0.404507,-0.0016329,8.82192e-33,0.404507,0.40683,-0.0025183,2.71502e-32,0.406837,1,0
95,1.995,0.0023127,5.07823e-14,0.000633317,nan,nan,0.00408509,0.5,-8.505,0.05,8.51983,0.404514,0.404514,-0.00164934,1.04323e-32,0.404518,-0.00164917,1.04722e-32,0.404518,0.406851,-0.00254704,3.79771e-32,0.406859,1,0
96,2.016,0.00231278,5.00122e-14,0.000626697,nan,nan,0.00408286,0.5,-8.484,0.05,8.49887,0.404525,0.404525,-0.00166561,1.20717e-32,0.404529,-0.00166544,1.21225e-32,0.404529,0.406872,-0.00257577,4.88039e-32,0.40688,1,0
97,2.037,0.00231286,4.92421e-14,0.000620077,nan,nan,0.00408064,0.5,-8.463,0.05,8.47791,0.404536,0.404536,-0.00168188,1.3711e-32,0.404539,-0.00168171,1.37727e-32,0.404539,0.406893,-0.00260451,5.96308e-32,0.406902,1,0
98,2.058,0.00231294,4.8472e-14,0.000613457,nan,nan,0.00407841,0.5,-8.442,0.05,8.45694,0.404547,0.404547,-0.00169816,1.53504e-32,0.40455,-0.00169798,1.5423e-32,0.40455,0.406915,-0.00263324,7.04577e-32,0.406923,1,0
