Point ID,arc_length,Co,CpMean,nut,p,phi,phi_0,pMean,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_0_0,U_0_1,U_0_2,U_0_Magnitude,U_1,U_2,U_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,vtkValidPointMask,yPlus
253,5.313,0.0023406,0.0284302,6.33114e-12,-0.00278501,nan,nan,0.00227442,1,-5.187,0.005,5.28252,0.40904,0.40904,-0.00254139,0,0.409048,-0.00254042,0,0.409048,0.416491,-0.00762528,0,0.416561,1,0
254,5.334,0.00234089,0.02816,6.6971e-12,-0.00282843,nan,nan,0.0022528,1,-5.166,0.005,5.2619,0.409091,0.409091,-0.00252676,0,0.409099,-0.00252578,0,0.409099,0.416595,-0.00766697,0,0.416665,1,0
255,5.355,0.00234118,0.0278899,7.06306e-12,-0.00287186,nan,nan,0.00223119,1,-5.145,0.005,5.24128,0.409142,0.409142,-0.00251214,0,0.40915,-0.00251114,0,0.40915,0.416698,-0.00770866,0,0.416769,1,0
256,5.376,0.00234147,0.0276197,7.42903e-12,-0.00291528,nan,nan,0.00220957,1,-5.124,0.005,5.22067,0.409194,0.409194,-0.00249751,0,0.409201,-0.0024965,0,0.409201,0.416802,-0.00775035,0,0.416874,1,0
257,5.397,0.00234179,0.0272991,9.64211e-12,-0.00296591,nan,nan,0.00218392,1,-5.103,0.005,5.20006,0.409253,0.409253,-0.00247609,0,0.40926,-0.00247508,0,0.40926,0.416917,-0.00779436,0,0.41699,1,0
258,5.418,0.00234214,0.026946,1.30424e-11,-0.00302117,nan,nan,0.00215568,1,-5.082,0.005,5.17945,0.409317,0.409317,-0.00245031,0,0.409324,-0.00244929,0,0.409324,0.417041,-0.00783987,0,0.417115,1,0
259,5.439,0.00234249,0.026593,1.64425e-11,-0.00307642,nan,nan,0.00212744,1,-5.061,0.005,5.15885,0.409381,0.409381,-0.00242454,0,0.409388,-0.0024235,0,0.409388,0.417165,-0.00788538,0,0.417239,1,0
260,5.46,0.00234283,0.0262399,1.98427e-11,-0.00313168,nan,nan,0.00209919,1,-5.04,0.005,5.13825,0.409445,0.409445,-0.00239876,0,0.409452,-0.00239771,0,0.409452,0.417288,-0.00793089,0,0.417364,1,0
261,5.481,0.00234318,0.0258869,2.32429e-11,-0.00318693,nan,nan,0.00207095,1,-5.019,0.005,5.11765,0.40951,0.40951,-0.00237298,0,0.409516,-0.00237192,0,0.409516,0.417412,-0.0079764,0,0.417488,1,0
262,5.502,0.00234352,0.0255338,2.6643e-11,-0.00324219,nan,nan,0.0020427,1,-4.998,0.005,5.09706,0.409574,0.409574,-0.0023472,0,0.40958,-0.00234613,0,0.409581,0.417535,-0.0080219,0,0.417613,1,0
263,5.523,0.00234387,0.0251808,3.00432e-11,-0.00329744,nan,nan,0.00201446,1,-4.977,0.005,5.07647,0.409638,0.409638,-0.00232142,0,0.409644,-0.00232034,0,0.409645,0.417659,-0.00806741,0,0.417737,1,0
264,5.544,0.00234422,0.0248277,3.34434e-11,-0.0033527,nan,nan,0.00198622,1,-4.956,0.005,5.05588,0.409702,0.409702,-0.00229564,0,0.409709,-0.00229455,0,0.409709,0.417783,-0.00811292,0,0.417861,1,0
265,5.565,0.00234456,0.0244747,3.68436e-11,-0.00340795,nan,nan,0.00195797,1,-4.935,0.005,5.0353,0.409767,0.409766,-0.00226986,0,0.409773,-0.00226876,0,0.409773,0.417906,-0.00815843,0,0.417986,1,0
266,5.586,0.00234491,0.0241216,4.02438e-11,-0.00346321,nan,nan,0.00192973,1,-4.914,0.005,5.01472,0.409831,0.409831,-0.00224409,0,0.409837,-0.00224297,0,0.409837,0.41803,-0.00820394,0,0.41811,1,0
267,5.607,0.00234525,0.0237686,4.36439e-11,-0.00351846,nan,nan,0.00190148,1,-4.893,0.005,4.99414,0.409895,0.409895,-0.00221831,0,0.409901,-0.00221718,0,0.409901,0.418154,-0.00824945,0,0.418235,1,0
268,5.628,0.0023456,0.0234155,4.70441e-11,-0.00357372,nan,nan,0.00187324,1,-4.872,0.005,4.97357,0.409959,0.409959,-0.00219253,0,0.409965,-0.00219139,0,0.409965,0.418277,-0.00829495,0,0.418359,1,0
269,5.649,0.00234594,0.0230625,5.04443e-11,-0.00362898,nan,nan,0.001845,1,-4.851,0.005,4.953,0.410023,0.410023,-0.00216675,0,0.410029,-0.0021656,0,0.410029,0.418401,-0.00834046,0,0.418484,1,0
270,5.67,0.00234629,0.0227094,5.38445e-11,-0.00368423,nan,nan,0.00181675,1,-4.83,0.005,4.93244,0.410088,0.410087,-0.00214097,0,0.410093,-0.00213981,0,0.410093,0.418524,-0.00838597,0,0.418608,1,0
271,5.691,0.00234664,0.0223564,5.72447e-11,-0.00373949,nan,nan,0.00178851,1,-4.809,0.005,4.91187,0.410152,0.410152,-0.00211519,0,0.410157,-0.00211402,0,0.410157,0.418648,-0.00843148,0,0.418733,1,0
272,5.712,0.00234698,0.0220033,6.06448e-11,-0.00379474,nan,nan,0.00176026,1,-4.788,0.005,4.89132,0.410216,0.410216,-0.00208941,0,0.410221,-0.00208823,0,0.410221,0.418772,-0.00847699,0,0.418857,1,0
273,5.733,0.00234733,0.0216503,6.4045e-11,-0.00385,nan,nan,0.00173202,1,-4.767,0.005,4.87076,0.41028,0.41028,-0.00206363,0,0.410285,-0.00206244,0,0.410286,0.418895,-0.0085225,0,0.418982,1,0
274,5.754,0.0023477,0.0212549,7.65382e-11,-0.00391083,nan,nan,0.00170039,1,-4.746,0.005,4.85021,0.410352,0.410351,-0.00203068,0,0.410356,-0.00202948,0,0.410357,0.419028,-0.00856922,0,0.419116,1,0
275,5.775,0.00234811,0.0208065,1.00398e-10,-0.00397863,nan,nan,0.00166452,1,-4.725,0.005,4.82966,0.410432,0.410431,-0.00198876,0,0.410436,-0.00198754,0,0.410436,0.419174,-0.00861748,0,0.419262,1,0
276,5.796,0.00234852,0.0203582,1.24258e-10,-0.00404643,nan,nan,0.00162866,1,-4.704,0.005,4.80912,0.410512,0.410511,-0.00194684,0,0.410516,-0.0019456,0,0.410516,0.419319,-0.00866573,0,0.419408,1,0
277,5.817,0.00234892,0.0199099,1.48117e-10,-0.00411423,nan,nan,0.00159279,1,-4.683,0.005,4.78858,0.410592,0.410591,-0.00190492,0,0.410595,-0.00190367,0,0.410596,0.419464,-0.00871398,0,0.419554,1,0
278,5.838,0.00234933,0.0194615,1.71977e-10,-0.00418203,nan,nan,0.00155692,1,-4.662,0.005,4.76805,0.410672,0.410671,-0.00186299,0,0.410675,-0.00186173,0,0.410676,0.419609,-0.00876223,0,0.419701,1,0
279,5.859,0.00234974,0.0190132,1.95837e-10,-0.00424983,nan,nan,0.00152105,1,-4.641,0.005,4.74752,0.410752,0.410751,-0.00182107,0,0.410755,-0.0018198,0,0.410756,0.419754,-0.00881048,0,0.419847,1,0
280,5.88,0.00235015,0.0185648,2.19697e-10,-0.00431763,nan,nan,0.00148519,1,-4.62,0.005,4.72699,0.410832,0.410831,-0.00177915,0,0.410835,-0.00177786,0,0.410835,0.419899,-0.00885874,0,0.419993,1,0
281,5.901,0.00235055,0.0181165,2.43557e-10,-0.00438543,nan,nan,0.00144932,1,-4.599,0.005,4.70647,0.410912,0.410911,-0.00173723,0,0.410915,-0.00173593,0,0.410915,0.420045,-0.00890699,0,0.420139,1,0
282,5.922,0.00235096,0.0176682,2.67416e-10,-0.00445323,nan,nan,0.00141345,1,-4.578,0.005,4.68595,0.410992,0.410991,-0.0016953,0,0.410994,-0.00169399,0,0.410995,0.42019,-0.00895524,0,0.420285,1,0
283,5.943,0.00235137,0.0172198,2.91276e-10,-0.00452103,nan,nan,0.00137759,1,-4.557,0.005,4.66543,0.411072,0.411071,-0.00165338,0,0.411074,-0.00165206,0,0.411075,0.420335,-0.00900349,0,0.420431,1,0
284,5.964,0.00235178,0.0167715,3.15136e-10,-0.00458883,nan,nan,0.00134172,1,-4.536,0.005,4.64492,0.411152,0.411151,-0.00161146,0,0.411154,-0.00161012,0,0.411155,0.42048,-0.00905174,0,0.420577,1,0
285,5.985,0.00235218,0.0163232,3.38996e-10,-0.00465663,nan,nan,0.00130585,1,-4.515,0.005,4.62442,0.411232,0.411231,-0.00156954,0,0.411234,-0.00156819,0,0.411235,0.420625,-0.0091,0,0.420724,1,0
286,6.006,0.00235259,0.0158748,3.62855e-10,-0.00472443,nan,nan,0.00126999,1,-4.494,0.005,4.60392,0.411312,0.411311,-0.00152762,0,0.411314,-0.00152625,0,0.411314,0.42077,-0.00914825,0,0.42087,1,0
287,6.027,0.002353,0.0154265,3.86715e-10,-0.00479223,nan,nan,0.00123412,1,-4.473,0.005,4.58342,0.411392,0.411391,-0.00148569,0,0.411393,-0.00148432,0,0.411394,0.420915,-0.0091965,0,0.421016,1,0
288,6.048,0.00235341,0.0149782,4.10575e-10,-0.00486002,nan,nan,0.00119825,1,-4.452,0.005,4.56293,0.411472,0.411471,-0.00144377,0,0.411473,-0.00144238,0,0.411474,0.421061,-0.00924475,0,0.421162,1,0
289,6.069,0.00235381,0.0145298,4.34434e-10,-0.00492782,nan,nan,0.00116239,1,-4.431,0.005,4.54244,0.411552,0.411551,-0.00140185,0,0.411553,-0.00140044,0,0.411554,0.421206,-0.009293,0,0.421308,1,0
290,6.09,0.00235431,0.0139778,5.67138e-10,-0.00500977,nan,nan,0.00111823,1,-4.41,0.005,4.52196,0.411649,0.411648,-0.00134646,0,0.41165,-0.00134504,0,0.411651,0.421372,-0.00934496,0,0.421476,1,0
291,6.111,0.00235483,0.0134061,7.20498e-10,-0.0050944,nan,nan,0.00107249,1,-4.389,0.005,4.50148,0.411749,0.411748,-0.00128851,0,0.41175,-0.00128707,0,0.411751,0.421543,-0.00939762,0,0.421648,1,0
292,6.132,0.00235534,0.0128345,8.73858e-10,-0.00517903,nan,nan,0.00102676,1,-4.368,0.005,4.48101,0.41185,0.411849,-0.00123056,0,0.411851,-0.0012291,0,0.411852,0.421713,-0.00945028,0,0.421819,1,0
293,6.153,0.00235586,0.0122628,1.02722e-09,-0.00526366,nan,nan,0.000981024,1,-4.347,0.005,4.46054,0.41195,0.41195,-0.00117261,0,0.411951,-0.00117114,0,0.411952,0.421884,-0.00950294,0,0.421991,1,0
294,6.174,0.00235638,0.0116911,1.18058e-09,-0.00534828,nan,nan,0.000935291,1,-4.326,0.005,4.44008,0.412051,0.41205,-0.00111466,0,0.412052,-0.00111317,0,0.412052,0.422055,-0.0095556,0,0.422163,1,0
295,6.195,0.00235689,0.0111194,1.33394e-09,-0.00543292,nan,nan,0.000889556,1,-4.305,0.005,4.41962,0.412152,0.412151,-0.0010567,0,0.412152,-0.00105521,0,0.412153,0.422225,-0.00960826,0,0.422334,1,0
296,6.216,0.00235741,0.0105478,1.4873e-09,-0.00551754,nan,nan,0.000843822,1,-4.284,0.005,4.39917,0.412252,0.412251,-0.000998754,0,0.412252,-0.00099724,0,0.412253,0.422396,-0.00966092,0,0.422506,1,0
297,6.237,0.00235792,0.00997611,1.64066e-09,-0.00560217,nan,nan,0.000798088,1,-4.263,0.005,4.37872,0.412353,0.412352,-0.000940804,0,0.412353,-0.000939274,0,0.412354,0.422566,-0.00971358,0,0.422678,1,0
298,6.258,0.00235844,0.00940444,1.79402e-09,-0.0056868,nan,nan,0.000752355,1,-4.242,0.005,4.35828,0.412453,0.412452,-0.000882854,0,0.412453,-0.000881309,0,0.412454,0.422737,-0.00976624,0,0.42285,1,0
299,6.279,0.00235895,0.00883276,1.94738e-09,-0.00577143,nan,nan,0.000706621,1,-4.221,0.005,4.33784,0.412554,0.412553,-0.000824904,0,0.412554,-0.000823343,0,0.412555,0.422908,-0.0098189,0,0.423022,1,0
300,6.3,0.00235947,0.00826108,2.10074e-09,-0.00585606,nan,nan,0.000660886,1,-4.2,0.005,4.31741,0.412654,0.412653,-0.000766953,0,0.412654,-0.000765376,0,0.412655,0.423078,-0.00987156,0,0.423193,1,0
301,6.321,0.00235999,0.00768941,2.2541e-09,-0.00594069,nan,nan,0.000615153,1,-4.179,0.005,4.29698,0.412755,0.412754,-0.000709002,0,0.412755,-0.000707411,0,0.412755,0.423249,-0.00992422,0,0.423365,1,0
302,6.342,0.0023605,0.00711774,2.40747e-09,-0.00602532,nan,nan,0.000569419,1,-4.158,0.005,4.27656,0.412855,0.412855,-0.000651052,0,0.412855,-0.000649445,0,0.412856,0.423419,-0.00997688,0,0.423537,1,0
303,6.363,0.00236102,0.00654607,2.56083e-09,-0.00610995,nan,nan,0.000523685,1,-4.137,0.005,4.25615,0.412956,0.412955,-0.000593102,0,0.412956,-0.000591479,0,0.412956,0.42359,-0.0100295,0,0.423709,1,0
304,6.384,0.00236168,0.00588424,3.08086e-09,-0.00620662,nan,nan,0.00047074,1,-4.116,0.005,4.23574,0.413073,0.413072,-0.000519502,0,0.413073,-0.000517862,0,0.413073,0.423778,-0.0100832,0,0.423898,1,0
305,6.405,0.00236243,0.00517493,3.79401e-09,-0.00630965,nan,nan,0.000413994,1,-4.095,0.005,4.21533,0.413199,0.413198,-0.000437659,0,0.413199,-0.000436001,0,0.413199,0.423975,-0.0101374,0,0.424097,1,0
306,6.426,0.00236317,0.00446563,4.50714e-09,-0.00641268,nan,nan,0.00035725,1,-4.074,0.005,4.19494,0.413325,0.413324,-0.000355817,0,0.413325,-0.000354142,0,0.413325,0.424173,-0.0101916,0,0.424295,1,0
307,6.447,0.00236392,0.00375633,5.22027e-09,-0.0065157,nan,nan,0.000300506,1,-4.053,0.005,4.17455,0.413451,0.41345,-0.000273976,0,0.41345,-0.000272283,0,0.413451,0.42437,-0.0102458,0,0.424494,1,0
308,6.468,0.00236466,0.00304703,5.9334e-09,-0.00661872,nan,nan,0.000243762,1,-4.032,0.005,4.15416,0.413577,0.413576,-0.000192134,0,0.413576,-0.000190424,0,0.413577,0.424568,-0.0103,0,0.424693,1,0
309,6.489,0.0023654,0.00233773,6.64654e-09,-0.00672175,nan,nan,0.000187018,1,-4.011,0.005,4.13378,0.413703,0.413702,-0.000110293,0,0.413702,-0.000108564,0,0.413703,0.424765,-0.0103542,0,0.424891,1,0
310,6.51,0.00236615,0.00162842,7.35968e-09,-0.00682477,nan,nan,0.000130273,1,-3.99,0.005,4.11341,0.413829,0.413828,-2.845e-05,0,0.413828,-2.67042e-05,0,0.413829,0.424962,-0.0104084,0,0.42509,1,0
311,6.531,0.00236689,0.000919117,8.07281e-09,-0.0069278,nan,nan,7.35294e-05,1,-3.969,0.005,4.09304,0.413955,0.413954,5.33916e-05,0,0.413954,5.5155e-05,0,0.413955,0.42516,-0.0104626,0,0.425289,1,0
312,6.552,0.00236764,0.000209808,8.78595e-09,-0.00703082,nan,nan,1.67847e-05,1,-3.948,0.005,4.07268,0.414081,0.41408,0.000135234,0,0.414081,0.000137015,0,0.414081,0.425357,-0.0105168,0,0.425487,1,0
313,6.573,0.00236838,-0.000499492,9.49908e-09,-0.00713385,nan,nan,-3.99594e-05,1,-3.927,0.005,4.05233,0.414207,0.414207,0.000217076,0,0.414207,0.000218874,0,0.414207,0.425555,-0.010571,0,0.425686,1,0
314,6.594,0.00236913,-0.0012088,1.02122e-08,-0.00723687,nan,nan,-9.67041e-05,1,-3.906,0.005,4.03198,0.414333,0.414333,0.000298918,0,0.414333,0.000300735,0,0.414333,0.425752,-0.0106252,0,0.425885,1,0
315,6.615,0.00236987,-0.0019181,1.09254e-08,-0.0073399,nan,nan,-0.000153448,1,-3.885,0.005,4.01164,0.414459,0.414459,0.00038076,0,0.414459,0.000382594,0,0.414459,0.425949,-0.0106794,0,0.426083,1,0
316,6.636,0.00237061,-0.0026274,1.16385e-08,-0.00744292,nan,nan,-0.000210192,1,-3.864,0.005,3.99131,0.414585,0.414585,0.000462601,0,0.414585,0.000464453,0,0.414586,0.426147,-0.0107336,0,0.426282,1,0
317,6.657,0.00237162,-0.00347031,1.44978e-08,-0.0075626,nan,nan,-0.000277625,1,-3.843,0.005,3.97098,0.414734,0.414734,0.000560879,0,0.414734,0.000562749,0,0.414735,0.426369,-0.0107915,0,0.426505,1,0
318,6.678,0.0023727,-0.00435558,1.80378e-08,-0.00768756,nan,nan,-0.000348446,1,-3.822,0.005,3.95066,0.414891,0.41489,0.000664368,0,0.414891,0.000666257,0,0.414891,0.426598,-0.0108506,0,0.426736,1,0
319,6.699,0.00237379,-0.00524085,2.15778e-08,-0.00781252,nan,nan,-0.000419268,1,-3.801,0.005,3.93035,0.415047,0.415047,0.000767857,0,0.415047,0.000769764,0,0.415048,0.426828,-0.0109098,0,0.426967,1,0
320,6.72,0.00237488,-0.00612613,2.51178e-08,-0.00793748,nan,nan,-0.00049009,1,-3.78,0.005,3.91004,0.415204,0.415203,0.000871347,0,0.415204,0.000873273,0,0.415205,0.427057,-0.0109689,0,0.427198,1,0
321,6.741,0.00237596,-0.0070114,2.86578e-08,-0.00806244,nan,nan,-0.000560912,1,-3.759,0.005,3.88974,0.41536,0.41536,0.000974836,0,0.415361,0.000976781,0,0.415362,0.427287,-0.011028,0,0.427429,1,0
322,6.762,0.00237705,-0.00789668,3.21978e-08,-0.0081874,nan,nan,-0.000631734,1,-3.738,0.005,3.86945,0.415517,0.415516,0.00107833,0,0.415517,0.00108029,0,0.415518,0.427516,-0.0110871,0,0.42766,1,0
323,6.783,0.00237813,-0.00878195,3.57378e-08,-0.00831236,nan,nan,-0.000702556,1,-3.717,0.005,3.84917,0.415673,0.415673,0.00118182,0,0.415674,0.0011838,0,0.415675,0.427746,-0.0111463,0,0.427891,1,0
324,6.804,0.00237922,-0.00966722,3.92778e-08,-0.00843732,nan,nan,-0.000773377,1,-3.696,0.005,3.8289,0.41583,0.415829,0.0012853,0,0.415831,0.0012873,0,0.415832,0.427975,-0.0112054,0,0.428122,1,0
325,6.825,0.0023803,-0.0105525,4.28178e-08,-0.00856228,nan,nan,-0.0008442,1,-3.675,0.005,3.80863,0.415986,0.415985,0.0013888,0,0.415988,0.00139081,0,0.415989,0.428205,-0.0112645,0,0.428353,1,0
326,6.846,0.00238139,-0.0114378,4.63578e-08,-0.00868724,nan,nan,-0.000915021,1,-3.654,0.005,3.78837,0.416143,0.416142,0.00149228,0,0.416145,0.00149432,0,0.416146,0.428434,-0.0113236,0,0.428584,1,0
327,6.867,0.00238247,-0.012323,4.98978e-08,-0.0088122,nan,nan,-0.000985844,1,-3.633,0.005,3.76812,0.416299,0.416298,0.00159577,0,0.416301,0.00159783,0,0.416303,0.428664,-0.0113828,0,0.428815,1,0
328,6.888,0.00238357,-0.0132152,5.37569e-08,-0.00893804,nan,nan,-0.00105721,1,-3.612,0.005,3.74788,0.416457,0.416456,0.00170044,0,0.41646,0.00170251,0,0.416461,0.428895,-0.0114418,0,0.429047,1,0
329,6.909,0.00238504,-0.0142921,6.62294e-08,-0.00908772,nan,nan,-0.00114336,1,-3.591,0.005,3.72764,0.416653,0.416652,0.00183685,0,0.416656,0.00183895,0,0.416657,0.429158,-0.0114997,0,0.429312,1,0
330,6.93,0.00238651,-0.015369,7.87019e-08,-0.00923741,nan,nan,-0.00122952,1,-3.57,0.005,3.70741,0.416849,0.416848,0.00197326,0,0.416853,0.00197538,0,0.416854,0.429421,-0.0115576,0,0.429576,1,0
331,6.951,0.00238798,-0.0164459,9.11744e-08,-0.00938709,nan,nan,-0.00131567,1,-3.549,0.005,3.6872,0.417045,0.417044,0.00210967,0,0.417049,0.00211181,0,0.41705,0.429684,-0.0116154,0,0.429841,1,0
332,6.972,0.00238945,-0.0175228,1.03647e-07,-0.00953678,nan,nan,-0.00140182,1,-3.528,0.005,3.66699,0.417241,0.41724,0.00224608,0,0.417246,0.00224824,0,0.417247,0.429947,-0.0116733,0,0.430106,1,0
333,6.993,0.00239091,-0.0185997,1.16119e-07,-0.00968646,nan,nan,-0.00148797,1,-3.507,0.005,3.64679,0.417437,0.417436,0.00238249,0,0.417443,0.00238467,0,0.417444,0.43021,-0.0117312,0,0.43037,1,0
334,7.014,0.00239238,-0.0196766,1.28592e-07,-0.00983615,nan,nan,-0.00157412,1,-3.486,0.005,3.6266,0.417633,0.417632,0.00251891,0,0.417639,0.00252111,0,0.41764,0.430473,-0.011789,0,0.430635,1,0
335,7.035,0.00239385,-0.0207535,1.41064e-07,-0.00998583,nan,nan,-0.00166028,1,-3.465,0.005,3.60642,0.417829,0.417827,0.00265532,0,0.417836,0.00265754,0,0.417837,0.430737,-0.0118469,0,0.430899,1,0
336,7.056,0.00239532,-0.0218304,1.53537e-07,-0.0101355,nan,nan,-0.00174643,1,-3.444,0.005,3.58625,0.418025,0.418023,0.00279173,0,0.418033,0.00279397,0,0.418034,0.431,-0.0119048,0,0.431164,1,0
337,7.077,0.00239679,-0.0229073,1.66009e-07,-0.0102852,nan,nan,-0.00183258,1,-3.423,0.005,3.56608,0.41822,0.418219,0.00292814,0,0.41823,0.0029304,0,0.418231,0.431263,-0.0119626,0,0.431429,1,0
338,7.098,0.00239826,-0.0239842,1.78482e-07,-0.0104349,nan,nan,-0.00191873,1,-3.402,0.005,3.54593,0.418416,0.418415,0.00306455,0,0.418426,0.00306684,0,0.418428,0.431526,-0.0120205,0,0.431693,1,0
339,7.119,0.00239988,-0.0251518,2.0347e-07,-0.0105955,nan,nan,-0.00201214,1,-3.381,0.005,3.52579,0.418629,0.418628,0.0032107,0,0.41864,0.00321301,0,0.418641,0.431804,-0.0120804,0,0.431973,1,0
340,7.14,0.00240175,-0.0264686,2.49051e-07,-0.0107742,nan,nan,-0.00211749,1,-3.36,0.005,3.50566,0.418868,0.418867,0.00337288,0,0.418881,0.00337521,0,0.418882,0.432108,-0.0121435,0,0.432278,1,0
341,7.161,0.00240362,-0.0277854,2.94631e-07,-0.0109529,nan,nan,-0.00222283,1,-3.339,0.005,3.48553,0.419108,0.419107,0.00353506,0,0.419122,0.00353741,0,0.419123,0.432411,-0.0122066,0,0.432583,1,0
342,7.182,0.0024055,-0.0291022,3.40212e-07,-0.0111315,nan,nan,-0.00232818,1,-3.318,0.005,3.46542,0.419348,0.419347,0.00369724,0,0.419363,0.00369961,0,0.419364,0.432714,-0.0122697,0,0.432888,1,0
343,7.203,0.00240737,-0.0304191,3.85793e-07,-0.0113102,nan,nan,-0.00243353,1,-3.297,0.005,3.44532,0.419588,0.419586,0.00385941,0,0.419604,0.00386181,0,0.419605,0.433018,-0.0123328,0,0.433193,1,0
344,7.224,0.00240925,-0.0317359,4.31373e-07,-0.0114889,nan,nan,-0.00253887,1,-3.276,0.005,3.42523,0.419827,0.419826,0.00402159,0,0.419845,0.00402401,0,0.419847,0.433321,-0.0123959,0,0.433498,1,0
345,7.245,0.00241112,-0.0330527,4.76954e-07,-0.0116676,nan,nan,-0.00264422,1,-3.255,0.005,3.40515,0.420067,0.420066,0.00418377,0,0.420087,0.00418621,0,0.420088,0.433625,-0.0124591,0,0.433804,1,0
346,7.266,0.00241299,-0.0343696,5.22535e-07,-0.0118462,nan,nan,-0.00274957,1,-3.234,0.005,3.38508,0.420307,0.420305,0.00434595,0,0.420328,0.00434841,0,0.420329,0.433928,-0.0125222,0,0.434109,1,0
347,7.287,0.00241487,-0.0356864,5.68115e-07,-0.0120249,nan,nan,-0.00285491,1,-3.213,0.005,3.36503,0.420546,0.420545,0.00450813,0,0.420569,0.00451061,0,0.420571,0.434231,-0.0125853,0,0.434414,1,0
348,7.308,0.00241674,-0.0370032,6.13696e-07,-0.0122036,nan,nan,-0.00296026,1,-3.192,0.005,3.34498,0.420786,0.420785,0.00467031,0,0.420811,0.00467281,0,0.420812,0.434535,-0.0126484,0,0.434719,1,0
349,7.329,0.00241898,-0.0384974,6.91114e-07,-0.0124046,nan,nan,-0.00307979,1,-3.171,0.005,3.32495,0.421064,0.421063,0.00486209,0,0.421091,0.00486462,0,0.421093,0.434867,-0.0127074,0,0.435053,1,0
350,7.35,0.00242138,-0.0400715,7.8289e-07,-0.0126157,nan,nan,-0.00320572,1,-3.15,0.005,3.30492,0.42136,0.421359,0.00506722,0,0.421389,0.00506978,0,0.421391,0.435213,-0.0127644,0,0.4354,1,0
351,7.371,0.00242378,-0.0416457,8.74668e-07,-0.0128268,nan,nan,-0.00333166,1,-3.129,0.005,3.28491,0.421656,0.421655,0.00527236,0,0.421688,0.00527494,0,0.421689,0.435558,-0.0128215,0,0.435747,1,0
352,7.392,0.00242618,-0.0432198,9.66444e-07,-0.0130379,nan,nan,-0.00345759,1,-3.108,0.005,3.26492,0.421952,0.421951,0.0054775,0,0.421986,0.0054801,0,0.421988,0.435903,-0.0128786,0,0.436094,1,0
353,7.413,0.00242858,-0.044794,1.05822e-06,-0.013249,nan,nan,-0.00358352,1,-3.087,0.005,3.24493,0.422248,0.422246,0.00568263,0,0.422285,0.00568526,0,0.422286,0.436249,-0.0129357,0,0.436441,1,0
354,7.434,0.00243098,-0.0463682,1.15e-06,-0.0134601,nan,nan,-0.00370945,1,-3.066,0.005,3.22496,0.422544,0.422542,0.00588777,0,0.422583,0.00589042,0,0.422585,0.436594,-0.0129928,0,0.436788,1,0
355,7.455,0.00243338,-0.0479423,1.24177e-06,-0.0136712,nan,nan,-0.00383538,1,-3.045,0.005,3.205,0.42284,0.422838,0.0060929,0,0.422882,0.00609558,0,0.422884,0.43694,-0.0130499,0,0.437135,1,0
356,7.476,0.00243578,-0.0495165,1.33355e-06,-0.0138823,nan,nan,-0.00396132,1,-3.024,0.005,3.18506,0.423135,0.423134,0.00629804,0,0.423181,0.00630075,0,0.423182,0.437285,-0.013107,0,0.437482,1,0
357,7.497,0.00243818,-0.0510906,1.42533e-06,-0.0140934,nan,nan,-0.00408725,1,-3.003,0.005,3.16513,0.423431,0.42343,0.00650317,0,0.42348,0.00650591,0,0.423481,0.437631,-0.013164,0,0.437829,1,0
358,7.518,0.00244111,-0.0529407,1.53306e-06,-0.0143371,nan,nan,-0.00423526,1,-2.982,0.005,3.14521,0.423779,0.423777,0.00673402,0,0.423831,0.00673678,0,0.423832,0.43802,-0.0132256,0,0.438219,1,0
359,7.539,0.00244411,-0.0548281,1.64294e-06,-0.0145851,nan,nan,-0.00438625,1,-2.961,0.005,3.12531,0.424133,0.424132,0.00696833,0,0.424189,0.00697112,0,0.424191,0.438415,-0.0132877,0,0.438616,1,0
360,7.56,0.00244712,-0.0567154,1.75282e-06,-0.0148332,nan,nan,-0.00453723,1,-2.94,0.005,3.10542,0.424488,0.424486,0.00720265,0,0.424547,0.00720546,0,0.424549,0.43881,-0.0133498,0,0.439013,1,0
361,7.581,0.00245012,-0.0586027,1.86271e-06,-0.0150812,nan,nan,-0.00468822,1,-2.919,0.005,3.08554,0.424842,0.424841,0.00743696,0,0.424906,0.0074398,0,0.424908,0.439204,-0.0134119,0,0.439409,1,0
362,7.602,0.00245312,-0.0604901,1.97259e-06,-0.0153292,nan,nan,-0.00483921,1,-2.898,0.005,3.06569,0.425197,0.425195,0.00767127,0,0.425264,0.00767414,0,0.425266,0.439599,-0.0134741,0,0.439806,1,0
363,7.623,0.00245613,-0.0623774,2.08247e-06,-0.0155773,nan,nan,-0.00499019,1,-2.877,0.005,3.04584,0.425551,0.42555,0.00790558,0,0.425623,0.00790848,0,0.425625,0.439994,-0.0135362,0,0.440203,1,0
364,7.644,0.00245913,-0.0642648,2.19235e-06,-0.0158253,nan,nan,-0.00514118,1,-2.856,0.005,3.02601,0.425906,0.425904,0.0081399,0,0.425982,0.00814283,0,0.425984,0.440389,-0.0135983,0,0.440599,1,0
365,7.665,0.00246214,-0.0661521,2.30224e-06,-0.0160734,nan,nan,-0.00529217,1,-2.835,0.005,3.0062,0.42626,0.426259,0.00837421,0,0.426341,0.00837717,0,0.426343,0.440784,-0.0136604,0,0.440996,1,0
