Point ID,arc_length,Co,CpMean,nut,p,phi,phi_0,pMean,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_0_0,U_0_1,U_0_2,U_0_Magnitude,U_1,U_2,U_Magnitude,UMean_0,UMean_1,UMean_2,UMean_Magnitude,vtkValidPointMask,yPlus
489,10.269,0.000331038,-1.46116,0,-0.165127,nan,nan,-0.116893,1,-0.231,0.005,1.02635,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7302
490,10.29,0.000224265,-1.47207,0,-0.171471,nan,nan,-0.117766,1,-0.21,0.005,1.02182,0,0,0,0,0,0,0,0,0,0,0,0,1,0.517459
491,10.311,0.000236832,-1.48206,0,-0.17732,nan,nan,-0.118565,1,-0.189,0.005,1.01772,0,0,0,0,0,0,0,0,0,0,0,0,1,0.551337
492,10.332,0.000327779,-1.4924,0,-0.182506,nan,nan,-0.119392,1,-0.168,0.005,1.01403,0,0,0,0,0,0,0,0,0,0,0,0,1,0.759797
493,10.353,0.000446075,-1.50366,0,-0.18694,nan,nan,-0.120293,1,-0.147,0.005,1.01076,0,0,0,0,0,0,0,0,0,0,0,0,1,1.00091
494,10.374,0.000559502,-1.51558,0,-0.190595,nan,nan,-0.121246,1,-0.126,0.005,1.00792,0,0,0,0,0,0,0,0,0,0,0,0,1,1.18431
495,10.395,0.000653849,-1.52518,0,-0.192981,nan,nan,-0.122015,1,-0.105,0.005,1.00551,0,0,0,0,0,0,0,0,0,0,0,0,1,1.32969
496,10.416,0.000732197,-1.53097,0,-0.194268,nan,nan,-0.122478,1,-0.084,0.005,1.00353,0,0,0,0,0,0,0,0,0,0,0,0,1,1.45446
497,10.437,0.000798597,-1.534,0,-0.194689,nan,nan,-0.12272,1,-0.063,0.005,1.00199,0,0,0,0,0,0,0,0,0,0,0,0,1,1.56433
498,10.458,0.000848192,-1.53339,0,-0.193791,nan,nan,-0.122671,1,-0.042,0.005,1.00089,0,0,0,0,0,0,0,0,0,0,0,0,1,1.65437
499,10.479,0.000895136,-1.53173,0,-0.191744,nan,nan,-0.122538,1,-0.021,0.005,1.00023,0,0,0,0,0,0,0,0,0,0,0,0,1,1.73051
500,10.5,0.00094067,-1.52951,0,-0.189085,nan,nan,-0.122361,1,0,0.005,1.00001,0,0,0,0,0,0,0,0,0,0,0,0,1,1.79926
501,10.521,0.00100085,-1.52614,0,-0.184636,nan,nan,-0.122091,1,0.021,0.005,1.00023,0,0,0,0,0,0,0,0,0,0,0,0,1,1.84911
502,10.542,0.00106314,-1.52233,0,-0.179623,nan,nan,-0.121786,1,0.042,0.005,1.00089,0,0,0,0,0,0,0,0,0,0,0,0,1,1.89275
503,10.563,0.00112937,-1.51769,0,-0.173549,nan,nan,-0.121415,1,0.063,0.005,1.00199,0,0,0,0,0,0,0,0,0,0,0,0,1,1.92469
504,10.584,0.00118723,-1.51113,0,-0.166459,nan,nan,-0.12089,1,0.084,0.005,1.00353,0,0,0,0,0,0,0,0,0,0,0,0,1,1.94337
505,10.605,0.00124184,-1.50301,0,-0.158782,nan,nan,-0.120241,1,0.105,0.005,1.00551,0,0,0,0,0,0,0,0,0,0,0,0,1,1.95351
506,10.626,0.00129426,-1.49265,0,-0.150434,nan,nan,-0.119412,1,0.126,0.005,1.00792,0,0,0,0,0,0,0,0,0,0,0,0,1,1.95293
507,10.647,0.00134255,-1.48264,0,-0.14144,nan,nan,-0.118611,1,0.147,0.005,1.01076,0,0,0,0,0,0,0,0,0,0,0,0,1,1.93883
508,10.668,0.00138119,-1.47508,0,-0.132129,nan,nan,-0.118007,1,0.168,0.005,1.01403,0,0,0,0,0,0,0,0,0,0,0,0,1,1.91529
509,10.689,0.00140804,-1.46939,0,-0.122576,nan,nan,-0.117551,1,0.189,0.005,1.01772,0,0,0,0,0,0,0,0,0,0,0,0,1,1.88178
510,10.71,0.00142169,-1.46421,0,-0.112896,nan,nan,-0.117137,1,0.21,0.005,1.02182,0,0,0,0,0,0,0,0,0,0,0,0,1,1.83796
511,10.731,0.00142082,-1.45908,0,-0.103228,nan,nan,-0.116727,1,0.231,0.005,1.02635,0,0,0,0,0,0,0,0,0,0,0,0,1,1.78359
512,10.752,0.00140409,-1.45634,0,-0.0937147,nan,nan,-0.116507,1,0.252,0.005,1.03128,0,0,0,0,0,0,0,0,0,0,0,0,1,1.71843
513,10.773,0.00137026,-1.45556,0,-0.0844944,nan,nan,-0.116445,1,0.273,0.005,1.03661,0,0,0,0,0,0,0,0,0,0,0,0,1,1.64226
514,10.794,0.00131826,-1.45545,0,-0.0756903,nan,nan,-0.116436,1,0.294,0.005,1.04233,0,0,0,0,0,0,0,0,0,0,0,0,1,1.55494
515,10.815,0.00124699,-1.45577,0,-0.0674068,nan,nan,-0.116462,1,0.315,0.005,1.04845,0,0,0,0,0,0,0,0,0,0,0,0,1,1.45597
516,10.836,0.0011551,-1.45627,0,-0.0597281,nan,nan,-0.116501,1,0.336,0.005,1.05495,0,0,0,0,0,0,0,0,0,0,0,0,1,1.34456
517,10.857,0.00104092,-1.45703,0,-0.0527185,nan,nan,-0.116562,1,0.357,0.005,1.06183,0,0,0,0,0,0,0,0,0,0,0,0,1,1.21932
518,10.878,0.000896225,-1.45809,0,-0.0465928,nan,nan,-0.116647,1,0.378,0.005,1.06907,0,0,0,0,0,0,0,0,0,0,0,0,1,1.07346
519,10.899,0.000720734,-1.46027,0,-0.0412667,nan,nan,-0.116822,1,0.399,0.005,1.07667,0,0,0,0,0,0,0,0,0,0,0,0,1,0.903617
520,10.92,0.000497054,-1.46595,0,-0.0369545,nan,nan,-0.117276,1,0.42,0.005,1.08463,0,0,0,0,0,0,0,0,0,0,0,0,1,0.682553
521,10.941,0.000239692,-1.47023,0,-0.0337431,nan,nan,-0.117619,1,0.441,0.005,1.09293,0,0,0,0,0,0,0,0,0,0,0,0,1,0.344045
522,10.962,0.000467799,-1.47206,0,-0.0318545,nan,nan,-0.117765,1,0.462,0.005,1.10158,0,0,0,0,0,0,0,0,0,0,0,0,1,0.576698
523,10.983,0.00177689,-1.50202,0,-0.0326925,nan,nan,-0.120161,1,0.483,0.005,1.11055,0,0,0,0,0,0,0,0,0,0,0,0,1,0.830791
524,11.004,0.019632,-1.60367,1.4514e-06,-0.0437974,nan,nan,-0.128294,1,0.504,0.005,1.11984,-0.0298244,-0.0298041,0.0770892,3.81028e-22,0.08265,0.0771119,3.81114e-22,0.0826785,0.0644741,0.0479684,1.15027e-21,0.0803609,1,0
525,11.025,0.01444,-1.45747,5.85054e-07,-0.0368434,nan,nan,-0.116598,1,0.525,0.005,1.12945,-0.0824123,-0.082316,0.0751653,4.1898e-22,0.111471,0.0752126,4.19124e-22,0.111574,0.0333247,0.0250783,1.37129e-21,0.0417068,1,0
526,11.046,0.00872863,-1.40749,2.41787e-06,-0.0302445,nan,nan,-0.112599,1,0.546,0.005,1.13936,-0.0546703,-0.0544923,0.0740003,6.24939e-22,0.0918992,0.0739658,6.25124e-22,0.0919771,0.0476127,-0.00287433,2.50481e-21,0.0476993,1,0
527,11.067,0.0088579,-1.39676,3.87954e-06,-0.0267853,nan,nan,-0.111741,1,0.567,0.005,1.14957,-0.0201926,-0.0200607,0.121867,2.38235e-22,0.123507,0.121725,2.38308e-22,0.123389,0.0761543,-0.0274154,9.01781e-22,0.0809387,1,0
528,11.088,0.0104076,-1.39894,5.36483e-06,-0.025374,nan,nan,-0.111915,1,0.588,0.005,1.16007,-0.0340116,-0.0339814,0.174617,0,0.177892,0.174485,0,0.177769,0.110773,-0.0470064,0,0.120334,1,0
529,11.109,0.0105099,-1.399,5.63526e-06,-0.0237658,nan,nan,-0.11192,1,0.609,0.005,1.17086,-0.073532,-0.0735277,0.188589,4.85545e-22,0.202416,0.188484,4.852e-22,0.20232,0.147408,-0.063325,2.76102e-21,0.160434,1,0
530,11.13,0.00944053,-1.38857,4.72533e-06,-0.0186069,nan,nan,-0.111086,1,0.63,0.005,1.18192,-0.101294,-0.101236,0.177204,5.06662e-22,0.204083,0.17707,5.06296e-22,0.203996,0.183836,-0.077029,1.21383e-21,0.199322,1,0
531,11.151,0.00777121,-1.37017,9.28018e-06,-0.0114041,nan,nan,-0.109613,1,0.651,0.005,1.19324,-0.100886,-0.100751,0.158891,3.2042e-23,0.188141,0.158715,3.19985e-23,0.188065,0.219276,-0.0879526,1.40904e-22,0.236258,1,0
532,11.172,0.00606453,-1.33976,1.02133e-05,-0.00270037,nan,nan,-0.107181,1,0.672,0.005,1.20483,-0.0790548,-0.0789269,0.141181,-1.22942e-22,0.161745,0.141005,-1.23112e-22,0.161654,0.252133,-0.0954254,5.02822e-21,0.269587,1,0
533,11.193,0.00452246,-1.30404,1.02435e-05,0.00648211,nan,nan,-0.104323,1,0.693,0.005,1.21667,-0.0636221,-0.0635589,0.114824,-1.15875e-22,0.131242,0.114698,-1.1593e-22,0.131161,0.28283,-0.100639,2.87138e-21,0.300201,1,0
534,11.214,0.00307452,-1.25912,1.29347e-05,0.0156957,nan,nan,-0.10073,1,0.714,0.005,1.22875,-0.0545129,-0.0545224,0.0759903,6.71346e-24,0.0935266,0.0759176,6.7086e-24,0.093462,0.31226,-0.104306,-1.83939e-23,0.32922,1,0
535,11.235,0.00212418,-1.21949,1.51039e-05,0.0213043,nan,nan,-0.0975596,1,0.735,0.005,1.24107,-0.0498642,-0.049873,0.0391743,4.82849e-22,0.0634188,0.0391242,4.82611e-22,0.0633809,0.33555,-0.104974,-1.70533e-21,0.351587,1,0
536,11.256,0.00124903,-1.17084,1.74584e-05,0.0269012,nan,nan,-0.0936669,1,0.756,0.005,1.25362,-0.0392402,-0.0392335,0.00139632,6.04421e-22,0.0392584,0.00135077,6.04223e-22,0.0392635,0.359511,-0.105148,-1.15998e-21,0.374572,1,0
537,11.277,0.00126401,-1.13259,1.84566e-05,0.028828,nan,nan,-0.0906068,1,0.777,0.005,1.26639,-0.021817,-0.0218014,-0.0274777,8.97822e-23,0.035076,-0.0275123,8.98562e-23,0.0351128,0.378674,-0.102227,3.34764e-22,0.39223,1,0
538,11.298,0.00129508,-1.08782,1.78605e-05,0.0306203,nan,nan,-0.0870253,1,0.798,0.005,1.27939,0.00473342,0.00475025,-0.0519349,-8.87826e-22,0.0521517,-0.0519557,-8.87289e-22,0.0521708,0.398977,-0.0988818,2.93021e-21,0.411047,1,0
539,11.319,0.00180687,-1.05279,1.51528e-05,0.030766,nan,nan,-0.0842234,1,0.819,0.005,1.29259,0.0468602,0.0468636,-0.0565583,-1.34015e-21,0.0734509,-0.0565644,-1.33947e-21,0.0734535,0.415078,-0.0940576,3.82029e-21,0.425602,1,0
540,11.34,0.00238195,-1.0169,1.17003e-05,0.0302802,nan,nan,-0.0813518,1,0.84,0.005,1.306,0.100823,0.100815,-0.0498934,-7.6485e-22,0.112486,-0.0498901,-7.64588e-22,0.112491,0.43096,-0.0885274,1.85782e-21,0.439959,1,0
541,11.361,0.00293226,-0.980789,8.99824e-06,0.0291757,nan,nan,-0.0784631,1,0.861,0.005,1.3196,0.159699,0.159684,-0.0370656,-6.90965e-24,0.163929,-0.0370567,-7.03488e-24,0.163941,0.446417,-0.0825405,-2.68304e-22,0.453983,1,0
542,11.382,0.00343191,-0.953181,8.37022e-06,0.026828,nan,nan,-0.0762545,1,0.882,0.005,1.3334,0.211968,0.21195,-0.0214682,3.66893e-22,0.213034,-0.0214565,3.66656e-22,0.213051,0.458805,-0.0759891,-9.75939e-22,0.465055,1,0
543,11.403,0.00389422,-0.922629,7.9965e-06,0.0249181,nan,nan,-0.0738103,1,0.903,0.005,1.34738,0.263745,0.263725,-0.00503315,6.35555e-22,0.263773,-0.00502001,6.35229e-22,0.263793,0.471257,-0.0692502,-1.49233e-21,0.476318,1,0
544,11.424,0.00430611,-0.891175,7.73004e-06,0.0229019,nan,nan,-0.071294,1,0.924,0.005,1.36154,0.31336,0.313337,0.0122233,5.94726e-22,0.313576,0.012237,5.94438e-22,0.313599,0.483375,-0.0622706,-1.34235e-21,0.487369,1,0
545,11.445,0.00456938,-0.867519,7.65328e-06,0.019905,nan,nan,-0.0694015,1,0.945,0.005,1.37588,0.346606,0.346585,0.0258765,2.53397e-22,0.347549,0.0258914,2.53282e-22,0.347572,0.491903,-0.0557742,-6.22732e-22,0.495054,1,0
546,11.466,0.004814,-0.842108,7.6542e-06,0.0173392,nan,nan,-0.0673687,1,0.966,0.005,1.39039,0.378623,0.378603,0.0396785,7.62818e-23,0.380676,0.0396936,7.62385e-23,0.380698,0.500116,-0.0493099,-4.41667e-22,0.502541,1,0
547,11.487,0.00504117,-0.815058,7.72776e-06,0.0151765,nan,nan,-0.0652047,1,0.987,0.005,1.40506,0.40949,0.409471,0.0536194,5.27413e-23,0.412966,0.0536341,5.26753e-23,0.412988,0.508036,-0.0428757,-7.64265e-22,0.509842,1,0
548,11.508,0.005189,-0.790006,7.76118e-06,0.0130547,nan,nan,-0.0632005,1,1.008,0.005,1.41989,0.432999,0.432981,0.0647022,1.09937e-22,0.437789,0.0647163,1.09811e-22,0.437809,0.513722,-0.0374036,-1.24411e-21,0.515081,1,0
549,11.529,0.00525295,-0.768017,7.68748e-06,0.0107396,nan,nan,-0.0614414,1,1.029,0.005,1.43487,0.448246,0.44823,0.0726754,1.24741e-22,0.454083,0.0726888,1.24612e-22,0.454101,0.51678,-0.0330537,-1.36348e-21,0.517836,1,0
550,11.55,0.00530893,-0.745139,7.61166e-06,0.00853576,nan,nan,-0.0596111,1,1.05,0.005,1.45001,0.462683,0.462669,0.0811436,1.21594e-22,0.469731,0.0811559,1.21493e-22,0.469747,0.519473,-0.0287321,-1.27413e-21,0.520267,1,0
551,11.571,0.00535624,-0.721297,7.58682e-06,0.00664694,nan,nan,-0.0577037,1,1.071,0.005,1.46529,0.476187,0.476175,0.0894739,1.21054e-22,0.484508,0.0894848,1.20969e-22,0.484522,0.521841,-0.0245389,-1.39658e-21,0.522418,1,0
552,11.592,0.00538472,-0.697396,7.53419e-06,0.00501339,nan,nan,-0.0557917,1,1.092,0.005,1.48071,0.487939,0.487929,0.097007,1.20323e-22,0.497479,0.0970162,1.20248e-22,0.49749,0.523588,-0.0206713,-1.64527e-21,0.523996,1,0
553,11.613,0.00534206,-0.678038,7.04779e-06,0.00335112,nan,nan,-0.054243,1,1.113,0.005,1.49626,0.493662,0.493654,0.100377,1.09534e-22,0.503755,0.100386,1.09486e-22,0.503765,0.523174,-0.0181566,-1.59146e-21,0.523489,1,0
554,11.634,0.00529524,-0.658166,6.58084e-06,0.00186852,nan,nan,-0.0526533,1,1.134,0.005,1.51195,0.498823,0.498816,0.103712,1.07453e-22,0.509484,0.10372,1.07426e-22,0.509492,0.522582,-0.0157272,-1.64963e-21,0.522818,1,0
555,11.655,0.00524449,-0.637806,6.13232e-06,0.000556096,nan,nan,-0.0510245,1,1.155,0.005,1.52776,0.503451,0.503446,0.107014,1.1362e-22,0.514694,0.107021,1.13607e-22,0.5147,0.521821,-0.0133786,-1.81387e-21,0.521992,1,0
556,11.676,0.00519005,-0.616913,5.7172e-06,-0.000671954,nan,nan,-0.049353,1,1.176,0.005,1.5437,0.507622,0.507619,0.11054,1.02538e-22,0.519515,0.110546,1.02534e-22,0.51952,0.520861,-0.0110564,-1.78756e-21,0.520978,1,0
557,11.697,0.00513175,-0.595759,5.33419e-06,-0.00177554,nan,nan,-0.0476607,1,1.197,0.005,1.55975,0.511283,0.511281,0.113976,7.92617e-23,0.523831,0.11398,7.92624e-23,0.523834,0.519716,-0.00881715,-1.67476e-21,0.519791,1,0
558,11.718,0.00506211,-0.579397,5.00302e-06,-0.00265787,nan,nan,-0.0463517,1,1.218,0.005,1.57593,0.512974,0.512973,0.114379,3.08661e-23,0.52557,0.114383,3.08735e-23,0.525572,0.518038,-0.00736519,-1.36226e-21,0.51809,1,0
559,11.739,0.00499118,-0.562778,4.6823e-06,-0.00344986,nan,nan,-0.0450222,1,1.239,0.005,1.59221,0.514418,0.514419,0.114779,-6.04018e-24,0.527068,0.114783,-6.0287e-24,0.527069,0.516291,-0.00596966,-1.10747e-21,0.516325,1,0
560,11.76,0.004919,-0.545914,4.37155e-06,-0.00415573,nan,nan,-0.0436731,1,1.26,0.005,1.60861,0.515629,0.51563,0.115176,-3.19911e-23,0.528337,0.11518,-3.19781e-23,0.528337,0.514477,-0.00462791,-9.0772e-22,0.514498,1,0
561,11.781,0.00484565,-0.528817,4.07032e-06,-0.00477942,nan,nan,-0.0423053,1,1.281,0.005,1.62511,0.516616,0.516618,0.115571,-4.74875e-23,0.529387,0.115575,-4.74754e-23,0.529386,0.512601,-0.00333751,-7.60481e-22,0.512612,1,0
562,11.802,0.00477118,-0.511496,3.77816e-06,-0.00532461,nan,nan,-0.0409197,1,1.302,0.005,1.64172,0.51739,0.517393,0.115963,-5.30004e-23,0.530229,0.115967,-5.29916e-23,0.530227,0.510664,-0.00209612,-6.63391e-22,0.510668,1,0
563,11.823,0.00469592,-0.494083,3.50926e-06,-0.00579064,nan,nan,-0.0395266,1,1.323,0.005,1.65842,0.517959,0.517963,0.116311,-4.85515e-23,0.530862,0.116314,-4.85481e-23,0.530859,0.508677,-0.000908794,-6.12724e-22,0.508678,1,0
564,11.844,0.00463137,-0.481136,3.8116e-06,-0.00604443,nan,nan,-0.0384909,1,1.344,0.005,1.67522,0.518383,0.518388,0.115089,-3.08718e-23,0.53101,0.115092,-3.08749e-23,0.531006,0.506956,-3.75319e-05,-5.39882e-22,0.506956,1,0
565,11.865,0.00456672,-0.467944,4.20189e-06,-0.00629592,nan,nan,-0.0374355,1,1.365,0.005,1.69211,0.518746,0.518751,0.113996,-1.3616e-23,0.531129,0.114,-1.36235e-23,0.531125,0.505177,0.000828859,-3.91113e-22,0.505178,1,0
566,11.886,0.00450198,-0.454579,4.62627e-06,-0.00652722,nan,nan,-0.0363663,1,1.386,0.005,1.7091,0.519041,0.519047,0.112965,-2.11202e-25,0.531197,0.112969,-2.21398e-25,0.531193,0.503359,0.00167265,-2.39572e-22,0.503362,1,0
567,11.907,0.00443712,-0.441099,5.04829e-06,-0.00672436,nan,nan,-0.0352879,1,1.407,0.005,1.72617,0.519258,0.519264,0.111949,3.89308e-24,0.531194,0.111952,3.88247e-24,0.531189,0.501518,0.00248039,-1.34886e-22,0.501524,1,0
568,11.928,0.00437214,-0.42751,5.46805e-06,-0.00688868,nan,nan,-0.0342008,1,1.428,0.005,1.74333,0.519399,0.519406,0.110947,-9.35015e-25,0.531123,0.110951,-9.43846e-25,0.531117,0.499654,0.00325351,-7.51995e-23,0.499665,1,0
569,11.949,0.00430706,-0.413815,5.88562e-06,-0.00702148,nan,nan,-0.0331052,1,1.449,0.005,1.76058,0.519468,0.519475,0.10996,-1.43466e-23,0.530985,0.109964,-1.43516e-23,0.53098,0.497768,0.00399336,-5.87549e-23,0.497784,1,0
570,11.97,0.00424188,-0.400019,6.30109e-06,-0.00712396,nan,nan,-0.0320015,1,1.47,0.005,1.7779,0.519468,0.519475,0.108986,-3.60107e-23,0.530785,0.10899,-3.60098e-23,0.530779,0.495861,0.00470123,-8.38848e-23,0.495883,1,0
571,11.991,0.00418555,-0.389653,6.73608e-06,-0.00703418,nan,nan,-0.0311723,1,1.491,0.005,1.7953,0.519167,0.519174,0.107336,-5.31391e-23,0.530153,0.10734,-5.31311e-23,0.530147,0.494335,0.00525844,-1.29466e-22,0.494363,1,0
572,12.012,0.00413011,-0.379503,7.17345e-06,-0.006923,nan,nan,-0.0303602,1,1.512,0.005,1.81278,0.518823,0.51883,0.105655,-7.30467e-23,0.529479,0.10566,-7.30303e-23,0.529473,0.492829,0.00578106,-1.98908e-22,0.492863,1,0
573,12.033,0.00407484,-0.369291,7.61156e-06,-0.00680444,nan,nan,-0.0295432,1,1.533,0.005,1.83033,0.518458,0.518465,0.104,-9.64405e-23,0.528793,0.104004,-9.64144e-23,0.528787,0.49131,0.00627973,-2.92331e-22,0.491351,1,0
574,12.054,0.00401974,-0.359018,8.05039e-06,-0.00667877,nan,nan,-0.0287215,1,1.554,0.005,1.84796,0.518073,0.51808,0.102367,-1.23192e-22,0.528096,0.102372,-1.23156e-22,0.52809,0.48978,0.00675534,-4.08855e-22,0.489827,1,0
575,12.075,0.00396479,-0.348688,8.4899e-06,-0.00654625,nan,nan,-0.0278951,1,1.575,0.005,1.86565,0.517667,0.517675,0.100757,-1.53181e-22,0.527389,0.100762,-1.53132e-22,0.527383,0.488239,0.00720873,-5.47643e-22,0.488292,1,0
576,12.096,0.00391,-0.338303,8.93008e-06,-0.00640712,nan,nan,-0.0270642,1,1.596,0.005,1.88341,0.517243,0.51725,0.0991692,-1.8629e-22,0.526671,0.099174,-1.86228e-22,0.526665,0.486687,0.00764067,-7.07896e-22,0.486747,1,0
577,12.117,0.0038554,-0.3278,9.38487e-06,-0.00626841,nan,nan,-0.026224,1,1.617,0.005,1.90124,0.516813,0.51682,0.0976084,-2.05872e-22,0.525956,0.0976134,-2.05801e-22,0.52595,0.485112,0.00806144,-8.23482e-22,0.485179,1,0
578,12.138,0.00380101,-0.317178,9.85036e-06,-0.00612998,nan,nan,-0.0253742,1,1.638,0.005,1.91913,0.516379,0.516386,0.0960672,-2.07393e-22,0.525246,0.0960723,-2.07319e-22,0.52524,0.483512,0.00847161,-8.68277e-22,0.483587,1,0
579,12.159,0.00375145,-0.308229,1.02352e-05,-0.00594355,nan,nan,-0.0246583,1,1.659,0.005,1.93709,0.515786,0.515794,0.0944508,-1.86509e-22,0.52437,0.094456,-1.86441e-22,0.524364,0.482131,0.00882712,-8.13623e-22,0.482211,1,0
580,12.18,0.00370594,-0.30066,1.05561e-05,-0.00572262,nan,nan,-0.0240528,1,1.68,0.005,1.9551,0.515077,0.515084,0.0927778,-1.51032e-22,0.523373,0.0927832,-1.50976e-22,0.523367,0.480928,0.00913746,-6.88139e-22,0.481015,1,0
581,12.201,0.00366065,-0.293065,1.08746e-05,-0.00550203,nan,nan,-0.0234452,1,1.701,0.005,1.97318,0.514371,0.514378,0.091118,-1.20348e-22,0.522386,0.0911235,-1.20304e-22,0.52238,0.479721,0.00943144,-5.74627e-22,0.479814,1,0
582,12.222,0.00361555,-0.285446,1.11906e-05,-0.00528177,nan,nan,-0.0228357,1,1.722,0.005,1.99131,0.513667,0.513674,0.0894711,-9.43049e-23,0.521408,0.0894766,-9.42697e-23,0.521402,0.478509,0.00970958,-4.72704e-22,0.478608,1,0
583,12.243,0.00357065,-0.277804,1.15042e-05,-0.00506183,nan,nan,-0.0222243,1,1.743,0.005,2.0095,0.512967,0.512974,0.0878365,-7.27541e-23,0.52044,0.0878421,-7.27273e-23,0.520434,0.477293,0.00997238,-3.82001e-22,0.477397,1,0
584,12.264,0.00352594,-0.270139,1.18156e-05,-0.0048422,nan,nan,-0.0216111,1,1.764,0.005,2.02774,0.51227,0.512276,0.0862138,-5.55548e-23,0.51948,0.0862196,-5.55352e-23,0.519475,0.476072,0.0102203,-3.02166e-22,0.476182,1,0
585,12.285,0.00348142,-0.262452,1.21248e-05,-0.00462287,nan,nan,-0.0209962,1,1.785,0.005,2.04603,0.511575,0.511581,0.0846029,-4.25718e-23,0.51853,0.0846087,-4.25583e-23,0.518524,0.474847,0.0104539,-2.32863e-22,0.474962,1,0
586,12.306,0.00343707,-0.254744,1.24318e-05,-0.00440384,nan,nan,-0.0203795,1,1.806,0.005,2.06438,0.510883,0.510889,0.0830032,-3.36752e-23,0.517588,0.083009,-3.36668e-23,0.517583,0.473617,0.0106735,-1.73765e-22,0.473738,1,0
587,12.327,0.0033929,-0.247015,1.27368e-05,-0.00418508,nan,nan,-0.0197612,1,1.827,0.005,2.08278,0.510193,0.5102,0.0814144,-2.87406e-23,0.516655,0.0814203,-2.87363e-23,0.516649,0.472384,0.0108796,-1.24563e-22,0.472509,1,0
588,12.348,0.0033489,-0.239267,1.30398e-05,-0.0039666,nan,nan,-0.0191413,1,1.848,0.005,2.10122,0.509506,0.509513,0.0798362,-2.76486e-23,0.515729,0.0798422,-2.76473e-23,0.515724,0.471147,0.0110726,-8.4958e-23,0.471277,1,0
589,12.369,0.00332231,-0.23314,1.28861e-05,-0.00372016,nan,nan,-0.0186512,1,1.869,0.005,2.11971,0.508678,0.508684,0.0784312,-3.24451e-23,0.514695,0.0784372,-3.24446e-23,0.51469,0.470131,0.0112576,-6.52306e-23,0.470266,1,0
590,12.39,0.00330461,-0.227829,1.25047e-05,-0.00346194,nan,nan,-0.0182263,1,1.89,0.005,2.13825,0.507787,0.507793,0.0771152,-3.82923e-23,0.513615,0.0771213,-3.82919e-23,0.51361,0.469227,0.0114345,-5.34884e-23,0.469366,1,0
591,12.411,0.00328708,-0.222506,1.2126e-05,-0.00320662,nan,nan,-0.0178004,1,1.911,0.005,2.15684,0.506906,0.506911,0.0758051,-4.33681e-23,0.512548,0.0758111,-4.33677e-23,0.512543,0.46832,0.0116016,-4.30363e-23,0.468463,1,0
592,12.432,0.00326972,-0.21717,1.175e-05,-0.00295409,nan,nan,-0.0173736,1,1.932,0.005,2.17547,0.506034,0.50604,0.0745006,-4.76949e-23,0.511494,0.0745066,-4.76946e-23,0.51149,0.46741,0.0117591,-3.38367e-23,0.467557,1,0
593,12.453,0.00325252,-0.211822,1.13767e-05,-0.00270429,nan,nan,-0.0169458,1,1.953,0.005,2.19414,0.505172,0.505178,0.0732015,-5.12941e-23,0.510454,0.0732076,-5.12939e-23,0.510449,0.466497,0.0119073,-2.58538e-23,0.466649,1,0
594,12.474,0.00323547,-0.206443,1.10075e-05,-0.00245768,nan,nan,-0.0165154,1,1.974,0.005,2.21285,0.50432,0.504326,0.0719039,-5.17856e-23,0.509426,0.07191,-5.17858e-23,0.509421,0.465577,0.0120483,-1.50664e-23,0.465733,1,0
595,12.495,0.00321856,-0.20099,1.06453e-05,-0.00221508,nan,nan,-0.0160792,1,1.995,0.005,2.2316,0.50348,0.503485,0.0705979,-4.48699e-23,0.50841,0.0706041,-4.48711e-23,0.508406,0.464643,0.0121862,5.26983e-24,0.464803,1,0
596,12.516,0.00320177,-0.19553,1.02842e-05,-0.00197449,nan,nan,-0.0156424,1,2.016,0.005,2.2504,0.502646,0.502652,0.0692957,-3.89801e-23,0.507406,0.0693019,-3.89821e-23,0.507401,0.463707,0.012315,2.09442e-23,0.46387,1,0
597,12.537,0.00318512,-0.190063,9.92426e-06,-0.00173584,nan,nan,-0.0152051,1,2.037,0.005,2.26923,0.50182,0.501825,0.0679971,-3.40889e-23,0.506411,0.0680033,-3.40913e-23,0.506407,0.462769,0.0124349,3.20805e-23,0.462936,1,0
598,12.558,0.00316858,-0.184591,9.56533e-06,-0.00149908,nan,nan,-0.0147672,1,2.058,0.005,2.2881,0.501001,0.501006,0.0667021,-3.017e-23,0.505427,0.0667083,-3.01726e-23,0.505423,0.46183,0.0125464,3.87988e-23,0.462,1,0
599,12.579,0.00315217,-0.179112,9.20745e-06,-0.00126417,nan,nan,-0.0143289,1,2.079,0.005,2.307,0.500189,0.500193,0.0654106,-2.7198e-23,0.504452,0.0654168,-2.72005e-23,0.504448,0.460889,0.0126494,4.12141e-23,0.461062,1,0
600,12.6,0.00313588,-0.173627,8.85056e-06,-0.00103105,nan,nan,-0.0138902,1,2.1,0.005,2.32595,0.499383,0.499387,0.0641224,-2.51484e-23,0.503487,0.0641287,-2.51504e-23,0.503484,0.459947,0.0127444,3.94383e-23,0.460123,1,0
601,12.621,0.00313166,-0.168278,8.09421e-06,-0.000757476,nan,nan,-0.0134622,1,2.121,0.005,2.34492,0.498307,0.498311,0.0626587,-1.95844e-23,0.502235,0.0626649,-1.9586e-23,0.502231,0.458958,0.012769,3.07128e-23,0.459135,1,0
