# y+ ()       
# Time        	patch         	min           	max           	average       
24.6          	actuatorSlot_bottom	5.587093e-01	8.078851e-01	6.860322e-01
24.9          	bodyWall	1.427378e-02	3.530949e+00	1.107559e+00
24.9          	actuatorSlot_top	5.579143e-01	8.109708e-01	6.875049e-01
24.9          	actuatorSlot_bottom	5.580283e-01	8.110557e-01	6.875972e-01
25.2          	bodyWall	2.723771e-02	3.389738e+00	1.116763e+00
25.2          	actuatorSlot_top	5.577608e-01	8.139257e-01	6.892238e-01
25.2          	actuatorSlot_bottom	5.578781e-01	8.140047e-01	6.893138e-01
25.5          	bodyWall	3.904611e-02	3.236240e+00	1.117321e+00
25.5          	actuatorSlot_top	5.578304e-01	8.167621e-01	6.910421e-01
25.5          	actuatorSlot_bottom	5.579561e-01	8.168452e-01	6.911373e-01
25.8          	bodyWall	6.014092e-02	3.151472e+00	1.100324e+00
25.8          	actuatorSlot_top	5.576978e-01	8.192126e-01	6.925858e-01
25.8          	actuatorSlot_bottom	5.578359e-01	8.193049e-01	6.926907e-01
26.1          	bodyWall	5.093380e-02	3.101616e+00	1.095486e+00
26.1          	actuatorSlot_top	5.571992e-01	8.210271e-01	6.936180e-01
26.1          	actuatorSlot_bottom	5.573547e-01	8.211331e-01	6.937370e-01
26.4          	bodyWall	4.096224e-02	3.023080e+00	1.076733e+00
26.4          	actuatorSlot_top	5.563431e-01	8.220946e-01	6.940720e-01
26.4          	actuatorSlot_bottom	5.565241e-01	8.222185e-01	6.942111e-01
26.7          	bodyWall	8.548273e-02	2.972406e+00	1.065508e+00
26.7          	actuatorSlot_top	5.551718e-01	8.224962e-01	6.939888e-01
26.7          	actuatorSlot_bottom	5.554029e-01	8.226641e-01	6.941738e-01
27            	bodyWall	9.996336e-02	2.942168e+00	1.037401e+00
27            	actuatorSlot_top	5.534816e-01	8.220254e-01	6.931458e-01
27            	actuatorSlot_bottom	5.537563e-01	8.222423e-01	6.933775e-01
27.3          	bodyWall	1.043151e-01	2.939998e+00	1.004993e+00
27.3          	actuatorSlot_top	5.515287e-01	8.208989e-01	6.917705e-01
27.3          	actuatorSlot_bottom	5.518409e-01	8.211596e-01	6.920438e-01
27.6          	bodyWall	1.033402e-01	2.938567e+00	9.951461e-01
27.6          	actuatorSlot_top	5.496846e-01	8.195279e-01	6.902641e-01
27.6          	actuatorSlot_bottom	5.500270e-01	8.198214e-01	6.905696e-01
27.9          	bodyWall	9.876204e-02	2.937729e+00	9.980910e-01
27.9          	actuatorSlot_top	5.480817e-01	8.181129e-01	6.888057e-01
27.9          	actuatorSlot_bottom	5.484400e-01	8.184239e-01	6.891281e-01
28.2          	bodyWall	7.845603e-02	2.937245e+00	9.788202e-01
28.2          	actuatorSlot_top	5.467509e-01	8.168245e-01	6.875182e-01
28.2          	actuatorSlot_bottom	5.470853e-01	8.171218e-01	6.878222e-01
28.5          	bodyWall	7.843857e-02	2.936629e+00	9.692025e-01
28.5          	actuatorSlot_top	5.463979e-01	8.164162e-01	6.871638e-01
28.5          	actuatorSlot_bottom	5.467537e-01	8.167290e-01	6.874856e-01
28.8          	bodyWall	7.472719e-02	2.935492e+00	9.655603e-01
28.8          	actuatorSlot_top	5.472184e-01	8.172541e-01	6.880556e-01
28.8          	actuatorSlot_bottom	5.475561e-01	8.175446e-01	6.883564e-01
29.1          	bodyWall	7.941199e-02	2.933340e+00	9.684560e-01
29.1          	actuatorSlot_top	5.490594e-01	8.194911e-01	6.902387e-01
29.1          	actuatorSlot_bottom	5.493856e-01	8.197677e-01	6.905257e-01
29.4          	bodyWall	8.380739e-02	2.930050e+00	9.749173e-01
29.4          	actuatorSlot_top	5.516149e-01	8.228144e-01	6.934159e-01
29.4          	actuatorSlot_bottom	5.519412e-01	8.230885e-01	6.937011e-01
29.7          	bodyWall	7.640081e-02	2.925451e+00	9.981342e-01
29.7          	actuatorSlot_top	5.550837e-01	8.273173e-01	6.977138e-01
29.7          	actuatorSlot_bottom	5.554115e-01	8.275922e-01	6.979951e-01
30            	bodyWall	2.902451e-02	2.919886e+00	1.001499e+00
30            	actuatorSlot_top	5.585076e-01	8.319990e-01	7.022103e-01
