# Force coefficients
# liftDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 4.000000e-01
# lRef        : 1.000000e+00
# Aref        : 1.000000e-01
# CofR        : (5.000000e-01 0.000000e+00 5.000000e-02)
# Time        	Cm            	Cd            	Cl            	Cl(f)         	Cl(r)         
23.4          	3.023042e-05	1.485524e+00	9.358338e-05	7.702211e-05	1.656127e-05
23.7          	2.160001e-05	1.477808e+00	6.831400e-05	5.575701e-05	1.255699e-05
24            	2.526085e-05	1.462649e+00	-4.064783e-05	4.936934e-06	-4.558477e-05
24.3          	-9.832326e-06	1.449379e+00	-2.613929e-05	-2.290197e-05	-3.237319e-06
24.6          	-9.434970e-06	1.445387e+00	3.889147e-05	1.001077e-05	2.888071e-05
24.9          	-2.212343e-05	1.447986e+00	-3.142666e-06	-2.369476e-05	2.055210e-05
25.2          	-3.358484e-05	1.445032e+00	-3.422734e-06	-3.529621e-05	3.187347e-05
25.5          	-7.224925e-06	1.426651e+00	4.066084e-04	1.960793e-04	2.105291e-04
25.8          	-4.010613e-05	1.392155e+00	4.720485e-05	-1.650371e-05	6.370856e-05
26.1          	-2.013109e-05	1.351166e+00	1.584501e-04	5.909396e-05	9.935614e-05
26.4          	-4.193294e-05	1.317955e+00	1.006780e-04	8.406078e-06	9.227196e-05
26.7          	-3.491079e-05	1.300992e+00	1.523502e-04	4.126432e-05	1.110859e-04
27            	-3.807178e-05	1.301785e+00	1.624687e-04	4.316259e-05	1.193061e-04
27.3          	-2.114436e-05	1.313161e+00	1.009398e-05	-1.609737e-05	2.619135e-05
27.6          	-2.865959e-05	1.327833e+00	2.952178e-04	1.189493e-04	1.762685e-04
27.9          	-1.903789e-05	1.340102e+00	3.083358e-04	1.351300e-04	1.732058e-04
28.2          	-1.403861e-05	1.351993e+00	3.530409e-04	1.624818e-04	1.905590e-04
28.5          	-7.242444e-06	1.367006e+00	3.674458e-04	1.764805e-04	1.909653e-04
28.8          	3.137533e-05	1.383597e+00	6.151261e-04	3.389384e-04	2.761877e-04
29.1          	7.925287e-06	1.396379e+00	4.206612e-04	2.182559e-04	2.024053e-04
29.4          	1.324713e-05	1.399897e+00	4.331841e-04	2.298392e-04	2.033449e-04
29.7          	2.068295e-05	1.395111e+00	4.471682e-04	2.442671e-04	2.029012e-04
30            	1.702276e-05	1.387114e+00	4.211717e-04	2.276086e-04	1.935631e-04
30.3          	9.404051e-06	1.380895e+00	4.088767e-04	2.138424e-04	1.950343e-04
30.6          	3.837706e-05	1.377555e+00	2.011217e-04	1.389379e-04	6.218377e-05
30.9          	-7.182250e-06	1.370977e+00	3.623877e-04	1.740116e-04	1.883761e-04
31.2          	-1.890393e-05	1.358251e+00	3.448000e-04	1.534961e-04	1.913039e-04
31.5          	-3.934246e-05	1.333645e+00	3.082096e-04	1.147624e-04	1.934473e-04
31.8          	-5.820440e-05	1.297173e+00	2.866359e-04	8.511355e-05	2.015224e-04
32.1          	-7.844369e-05	1.258385e+00	2.461652e-04	4.463890e-05	2.015263e-04
32.4          	-9.170355e-05	1.225960e+00	1.735186e-04	-4.944264e-06	1.784628e-04
32.7          	-1.000257e-04	1.208333e+00	1.886608e-04	-5.695293e-06	1.943561e-04
33            	-1.094459e-04	1.204418e+00	1.485539e-04	-3.516896e-05	1.837228e-04
33.3          	-1.133456e-04	1.210069e+00	1.862665e-04	-2.021234e-05	2.064788e-04
33.6          	-1.057248e-04	1.217241e+00	2.545416e-04	2.154597e-05	2.329956e-04
33.9          	-9.523786e-05	1.221632e+00	3.329872e-04	7.125576e-05	2.617315e-04
34.2          	-7.846280e-05	1.226234e+00	3.978067e-04	1.204405e-04	2.773661e-04
34.5          	-6.666576e-05	1.237387e+00	4.317729e-04	1.492207e-04	2.825522e-04
34.8          	-6.083662e-05	1.258854e+00	5.255409e-04	2.019338e-04	3.236071e-04
35.1          	-5.458301e-05	1.284416e+00	4.948557e-04	1.928449e-04	3.020109e-04
35.4          	-4.758437e-05	1.304468e+00	5.119368e-04	2.083840e-04	3.035528e-04
35.7          	-3.621936e-07	1.311834e+00	2.413699e-04	1.203228e-04	1.210472e-04
36            	-3.318868e-05	1.309658e+00	5.194094e-04	2.265160e-04	2.928934e-04
36.3          	-2.660890e-05	1.305644e+00	5.405053e-04	2.436437e-04	2.968615e-04
36.6          	-2.057301e-05	1.304932e+00	5.794656e-04	2.691598e-04	3.103058e-04
36.9          	-6.501026e-06	1.305853e+00	5.501140e-04	2.685560e-04	2.815580e-04
37.2          	3.133607e-05	1.303074e+00	6.355973e-04	3.491347e-04	2.864626e-04
37.5          	-5.818786e-06	1.291150e+00	4.622542e-04	2.253083e-04	2.369459e-04
37.8          	-3.100862e-05	1.267694e+00	4.039165e-04	1.709496e-04	2.329669e-04
38.1          	-5.829375e-05	1.234014e+00	3.018882e-04	9.265034e-05	2.092379e-04
38.4          	-6.720820e-05	1.197358e+00	2.172033e-04	4.139345e-05	1.758098e-04
38.7          	-7.144610e-05	1.167729e+00	2.069002e-04	3.200397e-05	1.748962e-04
39            	-8.043534e-05	1.149833e+00	1.685487e-04	3.839015e-06	1.647097e-04
39.3          	-3.241512e-05	1.144578e+00	4.703509e-04	2.027603e-04	2.675905e-04
39.6          	-1.143960e-04	1.149448e+00	-3.115208e-04	-2.701564e-04	-4.136444e-05
39.9          	-9.166588e-05	1.157706e+00	5.683038e-05	-6.325069e-05	1.200811e-04
40.2          	-8.517901e-05	1.165101e+00	3.797772e-05	-6.619015e-05	1.041679e-04
40.5          	-7.528048e-05	1.172849e+00	1.501531e-05	-6.777282e-05	8.278813e-05
40.8          	-4.992845e-05	1.185207e+00	1.226498e-04	1.139644e-05	1.112533e-04
41.1          	-4.584055e-05	1.206251e+00	-7.604734e-06	-4.964292e-05	4.203819e-05
41.4          	-1.768756e-05	1.231221e+00	-7.472284e-05	-5.504898e-05	-1.967386e-05
41.7          	-2.725982e-05	1.253746e+00	4.463717e-05	-4.941242e-06	4.957841e-05
42            	2.071405e-05	1.267181e+00	1.074922e-04	7.446015e-05	3.303206e-05
42.3          	-6.062186e-06	1.271186e+00	-6.728171e-05	-3.970304e-05	-2.757867e-05
42.6          	3.152503e-05	1.271640e+00	-1.742949e-04	-5.562245e-05	-1.186725e-04
42.9          	-2.462521e-06	1.273691e+00	-2.812691e-05	-1.652598e-05	-1.160094e-05
43.2          	1.396222e-05	1.275557e+00	-6.729927e-05	-1.968741e-05	-4.761186e-05
43.5          	2.162021e-05	1.276464e+00	-1.075834e-04	-3.217150e-05	-7.541191e-05
43.8          	3.014523e-05	1.269795e+00	-1.577659e-04	-4.873773e-05	-1.090282e-04
44.1          	3.539553e-05	1.250856e+00	-2.281791e-04	-7.869400e-05	-1.494851e-04
44.4          	3.474162e-05	1.221539e+00	-2.302958e-04	-8.040628e-05	-1.498895e-04
44.7          	3.807447e-05	1.183990e+00	-3.001481e-04	-1.119996e-04	-1.881485e-04
45            	3.881508e-05	1.146492e+00	-3.294536e-04	-1.259117e-04	-2.035419e-04
45.3          	3.878122e-05	1.117908e+00	-3.700458e-04	-1.462417e-04	-2.238041e-04
45.6          	3.294383e-05	1.100038e+00	-4.145692e-04	-1.743408e-04	-2.402284e-04
45.9          	2.519964e-05	1.093399e+00	-4.716544e-04	-2.106276e-04	-2.610269e-04
46.2          	1.224197e-05	1.096155e+00	-5.848962e-04	-2.802061e-04	-3.046900e-04
46.5          	6.973025e-06	1.100432e+00	-5.933492e-04	-2.897016e-04	-3.036476e-04
46.8          	-8.680278e-06	1.105103e+00	-7.246125e-04	-3.709865e-04	-3.536260e-04
47.1          	-1.760734e-05	1.111766e+00	-7.744212e-04	-4.048180e-04	-3.696033e-04
47.4          	-1.073105e-05	1.125353e+00	-8.572332e-04	-4.393477e-04	-4.178856e-04
47.7          	-8.632893e-06	1.147607e+00	-8.049963e-04	-4.111311e-04	-3.938653e-04
48            	1.802541e-06	1.174329e+00	-8.319721e-04	-4.141835e-04	-4.177886e-04
48.3          	1.126315e-05	1.197909e+00	-8.642159e-04	-4.208448e-04	-4.433711e-04
48.6          	2.370512e-05	1.213304e+00	-8.825846e-04	-4.175872e-04	-4.649974e-04
48.9          	3.500197e-05	1.221406e+00	-8.831157e-04	-4.065559e-04	-4.765598e-04
49.2          	4.390958e-05	1.227383e+00	-8.647756e-04	-3.884782e-04	-4.762974e-04
49.5          	3.986220e-05	1.235160e+00	-8.400464e-04	-3.801610e-04	-4.598854e-04
49.8          	7.290356e-05	1.242564e+00	-8.379887e-04	-3.460908e-04	-4.918979e-04
50.1          	9.329846e-05	1.245249e+00	-8.304668e-04	-3.219349e-04	-5.085318e-04
50.4          	1.159272e-04	1.240319e+00	-8.196631e-04	-2.939044e-04	-5.257587e-04
50.7          	1.498418e-04	1.224086e+00	-7.613636e-04	-2.308400e-04	-5.305236e-04
51            	1.570157e-04	1.199864e+00	-8.107167e-04	-2.483427e-04	-5.623740e-04
51.3          	1.696890e-04	1.173600e+00	-7.656261e-04	-2.131241e-04	-5.525020e-04
51.6          	1.781453e-04	1.149852e+00	-7.722398e-04	-2.079746e-04	-5.642652e-04
51.9          	1.780792e-04	1.128281e+00	-7.616605e-04	-2.027510e-04	-5.589095e-04
52.2          	1.701121e-04	1.110194e+00	-8.478180e-04	-2.537969e-04	-5.940211e-04
52.5          	1.738403e-04	1.095022e+00	-6.077017e-04	-1.300106e-04	-4.776911e-04
52.8          	1.225758e-04	1.079608e+00	-7.509508e-04	-2.528996e-04	-4.980512e-04
53.1          	8.336228e-05	1.068002e+00	-1.030714e-03	-4.319950e-04	-5.987195e-04
53.4          	2.943272e-05	1.062596e+00	-1.498113e-03	-7.196239e-04	-7.784894e-04
53.7          	2.846854e-05	1.066422e+00	-1.030999e-03	-4.870312e-04	-5.439682e-04
54            	3.562366e-05	1.079534e+00	-1.265194e-03	-5.969732e-04	-6.682205e-04
54.3          	-2.578964e-05	1.098767e+00	-1.140262e-03	-5.959209e-04	-5.443416e-04
54.6          	-2.403925e-05	1.117327e+00	-1.100778e-03	-5.744283e-04	-5.263498e-04
54.9          	-2.129513e-05	1.132724e+00	-1.028223e-03	-5.354064e-04	-4.928162e-04
55.2          	-7.620527e-06	1.145152e+00	-9.349241e-04	-4.750826e-04	-4.598415e-04
55.5          	9.278361e-06	1.156770e+00	-8.595609e-04	-4.205021e-04	-4.390588e-04
55.8          	2.237449e-05	1.169830e+00	-7.898795e-04	-3.725653e-04	-4.173143e-04
56.1          	-1.642429e-05	1.181264e+00	-2.520498e-04	-1.424492e-04	-1.096006e-04
56.4          	8.390080e-05	1.188088e+00	-5.413531e-04	-1.867758e-04	-3.545774e-04
56.7          	1.701138e-04	1.186410e+00	-7.176551e-04	-1.887138e-04	-5.289414e-04
57            	1.434244e-04	1.176894e+00	-1.803557e-04	5.324657e-05	-2.336023e-04
57.3          	1.839823e-04	1.164247e+00	-5.366351e-05	1.571506e-04	-2.108141e-04
57.6          	2.043350e-04	1.154172e+00	-1.440956e-04	1.322873e-04	-2.763828e-04
57.9          	2.305146e-04	1.144905e+00	1.978409e-04	3.294351e-04	-1.315941e-04
58.2          	2.330073e-04	1.133632e+00	2.401371e-04	3.530759e-04	-1.129388e-04
58.5          	2.421326e-04	1.118221e+00	3.219314e-04	4.030983e-04	-8.116690e-05
58.8          	2.185496e-04	1.096758e+00	2.792739e-04	3.581865e-04	-7.891260e-05
59.1          	2.019012e-04	1.072351e+00	3.080471e-04	3.559247e-04	-4.787763e-05
59.4          	1.889536e-04	1.051044e+00	3.454866e-04	3.616969e-04	-1.621032e-05
59.7          	1.360301e-04	1.034829e+00	3.496271e-04	3.108436e-04	3.878344e-05
60            	9.744273e-05	1.026348e+00	3.830939e-04	2.889897e-04	9.410420e-05
60.3          	8.349580e-05	1.027975e+00	2.901363e-04	2.285640e-04	6.157235e-05
60.6          	2.426499e-05	1.035355e+00	4.226071e-04	2.355685e-04	1.870386e-04
60.9          	-2.479953e-05	1.046187e+00	4.397897e-04	1.950953e-04	2.446944e-04
61.2          	-7.666322e-05	1.057035e+00	4.960759e-04	1.713747e-04	3.247011e-04
61.5          	-1.038786e-04	1.068816e+00	5.637961e-04	1.780194e-04	3.857767e-04
61.8          	-1.243062e-04	1.083183e+00	7.544389e-04	2.529132e-04	5.015256e-04
62.1          	-1.373939e-04	1.101574e+00	9.170918e-04	3.211521e-04	5.959398e-04
62.4          	-1.434810e-04	1.120947e+00	1.088276e-03	4.006569e-04	6.876188e-04
62.7          	-1.448632e-04	1.136320e+00	1.257368e-03	4.838210e-04	7.735474e-04
63            	-1.492686e-04	1.146135e+00	1.576700e-03	6.390815e-04	9.376188e-04
63.3          	-1.185116e-04	1.150169e+00	1.697969e-03	7.304728e-04	9.674959e-04
63.6          	-1.259424e-04	1.150452e+00	1.924231e-03	8.361729e-04	1.088058e-03
63.9          	-1.042024e-04	1.149482e+00	2.135855e-03	9.637251e-04	1.172130e-03
64.2          	-8.926284e-05	1.146982e+00	2.392574e-03	1.107024e-03	1.285550e-03
64.5          	-7.955158e-05	1.140455e+00	2.538493e-03	1.189695e-03	1.348798e-03
64.8          	-5.346768e-05	1.127044e+00	2.625506e-03	1.259285e-03	1.366221e-03
65.1          	-5.834579e-05	1.108173e+00	2.742393e-03	1.312851e-03	1.429542e-03
65.4          	-7.067495e-05	1.085489e+00	2.855222e-03	1.356936e-03	1.498286e-03
65.7          	-8.455483e-05	1.062023e+00	2.953104e-03	1.391997e-03	1.561107e-03
66            	-8.951653e-05	1.041581e+00	3.050065e-03	1.435516e-03	1.614549e-03
66.3          	-1.027826e-04	1.024613e+00	3.236942e-03	1.515689e-03	1.721254e-03
66.6          	-1.146224e-04	1.009681e+00	3.278366e-03	1.524561e-03	1.753805e-03
66.9          	-1.146858e-04	9.967581e-01	3.282293e-03	1.526461e-03	1.755832e-03
67.2          	-1.170550e-04	9.851966e-01	3.283541e-03	1.524716e-03	1.758826e-03
67.5          	-1.299496e-04	9.781946e-01	3.257452e-03	1.498776e-03	1.758675e-03
67.8          	-1.470577e-04	9.796844e-01	3.200688e-03	1.453286e-03	1.747402e-03
68.1          	-1.701532e-04	9.903836e-01	3.232445e-03	1.446069e-03	1.786376e-03
68.4          	-2.277745e-04	1.009317e+00	3.644403e-03	1.594427e-03	2.049976e-03
68.7          	-2.307829e-04	1.031276e+00	3.126075e-03	1.332254e-03	1.793820e-03
69            	-1.915338e-04	1.052504e+00	3.363279e-03	1.490106e-03	1.873173e-03
69.3          	-2.165649e-04	1.071858e+00	3.272204e-03	1.419537e-03	1.852667e-03
69.6          	-2.167204e-04	1.088878e+00	3.362371e-03	1.464465e-03	1.897906e-03
69.9          	-2.684960e-04	1.105026e+00	2.951774e-03	1.207391e-03	1.744383e-03
70.2          	-2.962764e-04	1.119685e+00	3.082015e-03	1.244731e-03	1.837284e-03
70.5          	-3.239807e-04	1.130852e+00	3.218730e-03	1.285384e-03	1.933346e-03
70.8          	-3.361779e-04	1.135909e+00	2.819891e-03	1.073767e-03	1.746123e-03
71.1          	-3.817249e-04	1.131805e+00	2.760324e-03	9.984372e-04	1.761887e-03
71.4          	-4.219474e-04	1.122331e+00	2.280210e-03	7.181578e-04	1.562053e-03
71.7          	-4.339581e-04	1.111972e+00	2.180959e-03	6.565215e-04	1.524438e-03
72            	-4.464722e-04	1.101474e+00	2.391504e-03	7.492798e-04	1.642224e-03
72.3          	-4.273345e-04	1.089936e+00	2.396794e-03	7.710627e-04	1.625732e-03
72.6          	-4.392473e-04	1.073174e+00	2.339589e-03	7.305470e-04	1.609042e-03
72.9          	-4.165248e-04	1.050034e+00	2.304570e-03	7.357603e-04	1.568810e-03
73.2          	-3.682997e-04	1.022979e+00	2.257709e-03	7.605549e-04	1.497154e-03
73.5          	-3.459382e-04	9.962865e-01	2.191518e-03	7.498206e-04	1.441697e-03
73.8          	-3.226571e-04	9.727248e-01	2.149329e-03	7.520073e-04	1.397322e-03
74.1          	-2.628074e-04	9.561317e-01	2.037138e-03	7.557617e-04	1.281376e-03
74.4          	-1.540849e-04	9.471476e-01	2.109984e-03	9.009071e-04	1.209077e-03
74.7          	-4.036399e-05	9.443854e-01	2.642240e-03	1.280756e-03	1.361484e-03
75            	-3.631723e-05	9.471501e-01	1.690847e-03	8.091063e-04	8.817408e-04
75.3          	-5.341669e-06	9.548863e-01	1.454729e-03	7.220227e-04	7.327061e-04
75.6          	3.540473e-05	9.676633e-01	1.135786e-03	6.032979e-04	5.324885e-04
75.9          	4.498701e-05	9.850578e-01	7.590661e-04	4.245201e-04	3.345460e-04
76.2          	3.245256e-05	1.007960e+00	2.219098e-04	1.434074e-04	7.850232e-05
76.5          	4.594911e-06	1.034171e+00	-3.921629e-04	-1.914866e-04	-2.006764e-04
76.8          	-1.060218e-05	1.058806e+00	-8.767305e-04	-4.489674e-04	-4.277631e-04
77.1          	1.935706e-05	1.078802e+00	-1.162344e-03	-5.618149e-04	-6.005290e-04
77.4          	-8.073433e-05	1.092899e+00	-2.256127e-03	-1.208798e-03	-1.047329e-03
77.7          	-1.266616e-04	1.103164e+00	-3.068329e-03	-1.660826e-03	-1.407503e-03
78            	-1.294017e-04	1.109570e+00	-3.811832e-03	-2.035318e-03	-1.776514e-03
78.3          	-1.446055e-04	1.111946e+00	-4.593442e-03	-2.441327e-03	-2.152116e-03
78.6          	-2.353173e-04	1.110319e+00	-5.149190e-03	-2.809912e-03	-2.339278e-03
78.9          	-1.862008e-04	1.101929e+00	-6.004568e-03	-3.188485e-03	-2.816083e-03
79.2          	-2.254518e-04	1.088389e+00	-6.457284e-03	-3.454094e-03	-3.003190e-03
79.5          	-1.650539e-04	1.071965e+00	-6.954485e-03	-3.642296e-03	-3.312189e-03
79.8          	-2.733403e-05	1.053725e+00	-6.936321e-03	-3.495494e-03	-3.440826e-03
80.1          	3.194935e-05	1.034225e+00	-7.403919e-03	-3.670010e-03	-3.733909e-03
80.4          	8.764033e-05	1.014054e+00	-7.627847e-03	-3.726283e-03	-3.901564e-03
80.7          	1.760462e-04	9.929612e-01	-7.520258e-03	-3.584083e-03	-3.936175e-03
81            	2.085936e-04	9.705964e-01	-8.062968e-03	-3.822890e-03	-4.240078e-03
81.3          	2.582280e-04	9.491818e-01	-8.371036e-03	-3.927290e-03	-4.443746e-03
81.6          	3.372228e-04	9.307489e-01	-8.659605e-03	-3.992580e-03	-4.667025e-03
81.9          	3.753140e-04	9.180075e-01	-9.080130e-03	-4.164751e-03	-4.915379e-03
82.2          	3.708404e-04	9.142699e-01	-9.981778e-03	-4.620049e-03	-5.361729e-03
82.5          	3.580233e-04	9.209120e-01	-1.032368e-02	-4.803819e-03	-5.519866e-03
82.8          	3.649868e-04	9.355423e-01	-1.143632e-02	-5.353174e-03	-6.083148e-03
83.1          	2.815462e-04	9.538355e-01	-1.149763e-02	-5.467270e-03	-6.030362e-03
83.4          	2.249422e-04	9.737412e-01	-1.190917e-02	-5.729641e-03	-6.179525e-03
83.7          	2.409658e-04	9.944662e-01	-1.229442e-02	-5.906245e-03	-6.388177e-03
84            	2.054583e-04	1.016683e+00	-1.286768e-02	-6.228380e-03	-6.639296e-03
84.3          	2.509705e-04	1.040405e+00	-1.314687e-02	-6.322464e-03	-6.824405e-03
84.6          	2.860112e-04	1.061849e+00	-1.343125e-02	-6.429613e-03	-7.001636e-03
84.9          	3.178553e-04	1.079042e+00	-1.369702e-02	-6.530655e-03	-7.166366e-03
85.2          	3.505655e-04	1.088825e+00	-1.350292e-02	-6.400895e-03	-7.102026e-03
85.5          	4.855032e-04	1.090968e+00	-1.401364e-02	-6.521318e-03	-7.492324e-03
85.8          	6.086590e-04	1.089458e+00	-1.377194e-02	-6.277313e-03	-7.494631e-03
86.1          	7.711192e-04	1.085334e+00	-1.393878e-02	-6.198272e-03	-7.740510e-03
86.4          	9.455814e-04	1.079102e+00	-1.369841e-02	-5.903621e-03	-7.794784e-03
